time,lattitude,longtitude,connection_strength_data,provider,satellite_slot,alignment_angle_deg,backhaul_bandwidth_mbps,phase_error_deg
2024-08-13T13:43:30,13.714202,144.750492,61.139,Orbital Mobile,170E,-2.197,289.965,3.098
2024-08-13T13:45:00,13.713693,144.752647,61.108,Orbital Mobile,174E,-2.091,295.702,2.688
2024-08-13T13:46:30,13.713795,144.752605,58.574,SkyReach,178E,-1.217,297.446,3.148
2024-08-13T13:48:00,13.709409,144.752147,56.972,SkyReach,167E,-0.723,295.074,2.71
2024-08-13T13:49:30,13.709479,144.750154,57.597,Orbital Mobile,170E,-0.867,298.938,2.874
2024-08-13T13:51:00,13.710783,144.750034,56.118,SkyReach,174E,0.484,292.34,2.743
2024-08-13T13:52:30,13.710558,144.751855,57.818,SkyReach,178E,-1.075,290.889,1.811
2024-08-13T13:54:00,13.709934,144.750003,55.782,SkyReach,167E,-0.388,291.398,1.822
2024-08-13T13:55:30,13.709679,144.748429,57.446,Orbital Mobile,170E,-0.879,295.143,1.53
2024-08-13T13:57:00,13.704465,144.751101,56.462,Orbital Mobile,174E,-0.592,292.743,1.561
2024-08-13T13:58:30,13.70396,144.75248,56.163,Orbital Mobile,178E,-0.467,294.224,1.32
2024-08-13T14:00:00,13.706878,144.749101,60.06,SkyReach,167E,1.765,294.335,0.834
2024-08-13T14:01:30,13.705536,144.749362,55.819,Orbital Mobile,170E,0.421,290.117,1.039
2024-08-13T14:03:00,13.702733,144.747539,61.07,UQ Mobile,174E,2.08,295.591,0.776
2024-08-13T14:04:30,13.703889,144.747494,60.814,SkyReach,178E,2.11,288.708,0.977
2024-08-13T14:06:00,13.699408,144.752897,56.554,SkyReach,167E,0.655,290.75,0.762
2024-08-13T14:07:30,13.700204,144.751267,61.239,UQ Mobile,170E,2.188,292.493,-0.172
2024-08-13T14:09:00,13.700822,144.750776,60.744,SkyReach,174E,1.958,296.387,0.299
2024-08-13T14:10:30,13.701555,144.749765,61.73,SkyReach,178E,2.335,293.479,-0.151
2024-08-13T14:12:00,13.695466,144.747775,63.222,SkyReach,167E,2.811,294.766,-0.874
2024-08-13T14:13:30,13.699946,144.750564,64.025,UQ Mobile,170E,3.068,295.431,-0.221
2024-08-13T14:15:00,13.696873,144.750768,59.144,Orbital Mobile,174E,1.513,291.126,-1.228
2024-08-13T14:16:30,13.695109,144.749976,58.915,Orbital Mobile,178E,1.434,291.272,-0.985
2024-08-13T14:18:00,13.695093,144.751296,60.698,UQ Mobile,167E,2.007,292.55,-1.447
2024-08-13T14:19:30,13.692654,144.747663,62.672,UQ Mobile,170E,2.618,295.345,-1.981
2024-08-13T14:21:00,13.695743,144.747524,61.555,SkyReach,174E,2.354,288.856,-1.964
2024-08-13T14:22:30,13.690186,144.748145,61.366,UQ Mobile,178E,2.15,297.354,-2.195
2024-08-13T14:24:00,13.69081,144.749196,58.914,UQ Mobile,167E,1.426,291.728,-2.104
2024-08-13T14:25:30,13.690635,144.752021,61.659,UQ Mobile,170E,2.39,288.762,-2.378
2024-08-13T14:27:00,13.687118,144.752456,63.477,UQ Mobile,174E,2.861,296.884,-2.731
2024-08-13T14:28:30,13.690472,144.751197,72.408,SkyReach,178E,4.455,287.158,-2.376
2024-08-13T14:30:00,13.687945,144.749818,72.298,SkyReach,167E,4.44,284.952,-2.448
2024-08-13T14:31:30,13.688737,144.752198,61.26,UQ Mobile,170E,2.262,288.477,-3.398
2024-08-13T14:33:00,13.687229,144.74892,64.461,UQ Mobile,174E,3.193,296.619,-3.359
2024-08-13T14:34:30,13.684544,144.753803,65.624,UQ Mobile,178E,3.654,292.245,-3.174
2024-08-13T14:36:00,13.686914,144.750495,66.067,SkyReach,167E,3.775,293.839,-3.88
2024-08-13T14:37:30,13.68409,144.752334,72.585,UQ Mobile,170E,4.389,290.704,-3.801
2024-08-13T14:39:00,13.684708,144.750937,72.395,Orbital Mobile,174E,5.312,286.897,-3.86
2024-08-13T14:40:30,13.684232,144.752094,64.434,SkyReach,178E,3.271,291.444,-3.776
2024-08-13T14:42:00,13.680687,144.751487,72.161,UQ Mobile,167E,5.237,282.227,-4.236
2024-08-13T14:43:30,13.679274,144.752173,72.609,Orbital Mobile,170E,4.308,291.188,-4.738
2024-08-13T14:45:00,13.679839,144.754507,66.518,SkyReach,174E,3.91,294.765,-4.514
2024-08-13T14:46:30,13.678025,144.755403,66.06,Orbital Mobile,178E,3.776,293.674,-4.277
2024-08-13T14:48:00,13.680187,144.755088,72.155,SkyReach,167E,5.648,282.106,-5.209
2024-08-13T14:49:30,13.67972,144.753082,72.541,SkyReach,170E,5.23,289.827,-5.275
2024-08-13T14:51:00,13.679705,144.75655,72.388,UQ Mobile,174E,4.617,286.754,-5.366
2024-08-13T14:52:30,13.676785,144.754839,72.74,Orbital Mobile,178E,4.127,293.797,-5.792
2024-08-13T14:54:00,13.674866,144.754604,72.188,UQ Mobile,167E,6.426,282.766,-5.526
2024-08-13T14:55:30,13.674678,144.75578,72.472,Orbital Mobile,170E,5.275,288.434,-6.169
2024-08-13T14:57:00,13.674595,144.759441,72.64,SkyReach,174E,4.075,291.8,-6.028
2024-08-13T14:58:30,13.671081,144.758436,72.284,Orbital Mobile,178E,6.34,284.676,-5.465
2024-08-13T15:00:00,13.674503,144.758944,72.159,SkyReach,167E,6.409,282.183,-5.927
2024-08-13T15:01:30,13.670874,144.761338,72.341,Orbital Mobile,170E,5.839,285.822,-6.392
2024-08-13T15:03:00,13.674102,144.761363,72.121,UQ Mobile,174E,7.222,281.419,-6.408
2024-08-13T15:04:30,13.672302,144.761636,72.521,Orbital Mobile,178E,5.78,289.42,-6.261
2024-08-13T15:06:00,13.670263,144.761828,71.954,SkyReach,167E,7.357,278.075,-7.019
2024-08-13T15:07:30,13.670803,144.759788,71.913,UQ Mobile,170E,7.329,277.25,-6.928
2024-08-13T15:09:00,13.666476,144.763627,72.248,SkyReach,174E,5.99,283.962,-6.432
2024-08-13T15:10:30,13.669253,144.762806,72.233,UQ Mobile,178E,4.953,283.652,-6.983
2024-08-13T15:12:00,13.669385,144.759226,71.775,UQ Mobile,167E,7.767,274.502,-6.964
2024-08-13T15:13:30,13.667698,144.761947,72.137,SkyReach,170E,7.048,281.739,-6.968
2024-08-13T15:15:00,13.668533,144.764877,72.131,Orbital Mobile,174E,5.505,281.628,-7.091
2024-08-13T15:16:30,13.665347,144.761879,72.332,SkyReach,178E,6.574,285.632,-7.019
2024-08-13T15:18:00,13.662309,144.766817,72.014,Orbital Mobile,167E,6.641,279.279,-7.185
2024-08-13T15:19:30,13.666541,144.766501,72.211,SkyReach,170E,6.531,283.223,-7.707
2024-08-13T15:21:00,13.663315,144.763701,72.0,SkyReach,174E,7.21,278.994,-7.738
2024-08-13T15:22:30,13.665145,144.767909,72.25,UQ Mobile,178E,6.259,284.01,-8.021
2024-08-13T15:24:00,13.660049,144.764706,72.215,Orbital Mobile,167E,6.863,283.303,-7.178
2024-08-13T15:25:30,13.663726,144.767934,72.022,SkyReach,170E,6.987,279.435,-8.173
2024-08-13T15:27:00,13.659978,144.765845,72.507,UQ Mobile,174E,6.025,289.134,-7.55
2024-08-13T15:28:30,13.662265,144.767617,72.139,SkyReach,178E,7.302,281.788,-7.975
2024-08-13T15:30:00,13.659887,144.766444,72.23,Orbital Mobile,167E,7.096,283.604,-8.188
2024-08-13T15:31:30,13.65818,144.771445,71.976,UQ Mobile,170E,6.4,278.512,-7.462
2024-08-13T15:33:00,13.656923,144.770481,72.05,UQ Mobile,174E,8.204,280.004,-8.325
2024-08-13T15:34:30,13.661382,144.771015,71.803,Orbital Mobile,178E,7.713,275.067,-8.364
2024-08-13T15:36:00,13.661562,144.77436,71.69,SkyReach,167E,8.939,272.8,-8.386
2024-08-13T15:37:30,13.659175,144.773324,71.735,SkyReach,170E,7.658,273.709,-8.191
2024-08-13T15:39:00,13.656067,144.774064,72.21,SkyReach,174E,6.927,283.205,-8.28
2024-08-13T15:40:30,13.654484,144.772541,71.762,UQ Mobile,178E,8.489,274.244,-7.562
2024-08-13T15:42:00,13.659319,144.772492,71.514,SkyReach,167E,8.799,269.28,-7.88
2024-08-13T15:43:30,13.654065,144.776156,71.633,UQ Mobile,170E,8.892,271.655,-8.301
2024-08-13T15:45:00,13.658643,144.77364,71.94,Orbital Mobile,174E,8.322,277.793,-7.525
2024-08-13T15:46:30,13.653487,144.776642,71.996,SkyReach,178E,7.213,278.921,-7.678
2024-08-13T15:48:00,13.65773,144.775922,71.434,SkyReach,167E,9.47,267.683,-8.069
2024-08-13T15:49:30,13.654228,144.776376,71.985,Orbital Mobile,170E,7.434,278.696,-7.893
2024-08-13T15:51:00,13.653827,144.782205,72.047,UQ Mobile,174E,7.392,279.933,-8.37
2024-08-13T15:52:30,13.652364,144.781334,71.631,Orbital Mobile,178E,8.901,271.611,-8.204
2024-08-13T15:54:00,13.656495,144.779414,71.59,SkyReach,167E,9.819,270.809,-8.298
2024-08-13T15:55:30,13.65386,144.783583,71.687,Orbital Mobile,170E,9.499,272.731,-7.538
2024-08-13T15:57:00,13.651872,144.779861,71.236,UQ Mobile,174E,9.911,263.718,-7.962
2024-08-13T15:58:30,13.652779,144.784503,71.265,SkyReach,178E,10.157,264.298,-7.888
2024-08-13T16:00:00,13.653882,144.785742,71.888,Orbital Mobile,167E,8.672,276.753,-7.758
2024-08-13T16:01:30,13.655219,144.784419,71.779,UQ Mobile,170E,8.166,274.583,-8.056
2024-08-13T16:03:00,13.650795,144.785436,71.919,Orbital Mobile,174E,8.653,277.387,-7.424
2024-08-13T16:04:30,13.649553,144.78667,71.694,SkyReach,178E,7.822,272.876,-7.027
2024-08-13T16:06:00,13.650096,144.78995,71.808,UQ Mobile,167E,9.371,275.152,-7.852
2024-08-13T16:07:30,13.651673,144.790408,71.395,SkyReach,170E,9.423,266.899,-7.119
2024-08-13T16:09:00,13.652355,144.786,71.443,UQ Mobile,174E,9.049,267.868,-7.684
2024-08-13T16:10:30,13.648872,144.789077,71.528,Orbital Mobile,178E,8.829,269.566,-7.176
2024-08-13T16:12:00,13.651293,144.787551,71.321,SkyReach,167E,10.546,265.425,-6.697
2024-08-13T16:13:30,13.651066,144.78895,71.736,Orbital Mobile,170E,8.652,273.715,-7.08
2024-08-13T16:15:00,13.650888,144.790646,71.564,Orbital Mobile,174E,10.237,270.281,-6.522
2024-08-13T16:16:30,13.653509,144.790022,71.708,SkyReach,178E,9.692,273.169,-7.197
2024-08-13T16:18:00,13.648908,144.791465,70.968,UQ Mobile,167E,10.84,258.366,-6.977
2024-08-13T16:19:30,13.648386,144.793265,71.945,UQ Mobile,170E,8.542,277.907,-6.592
2024-08-13T16:21:00,13.652011,144.796629,71.863,SkyReach,174E,8.145,276.251,-6.558
2024-08-13T16:22:30,13.65043,144.79414,71.623,Orbital Mobile,178E,9.348,271.452,-5.834
2024-08-13T16:24:00,13.649959,144.7994,71.711,Orbital Mobile,167E,8.689,273.212,-6.308
2024-08-13T16:25:30,13.648245,144.795979,71.014,SkyReach,170E,11.063,259.283,-5.643
2024-08-13T16:27:00,13.652257,144.799961,71.562,SkyReach,174E,8.811,270.241,-6.18
2024-08-13T16:28:30,13.648653,144.800598,71.972,UQ Mobile,178E,8.733,278.449,-6.043
2024-08-13T16:30:00,13.64733,144.797473,71.126,UQ Mobile,167E,10.386,261.525,-5.365
2024-08-13T16:31:30,13.648784,144.802741,71.739,Orbital Mobile,170E,9.445,273.785,-5.383
2024-08-13T16:33:00,13.64815,144.800674,71.232,Orbital Mobile,174E,10.082,263.634,-5.287
2024-08-13T16:34:30,13.650794,144.805394,71.639,SkyReach,178E,8.852,271.779,-5.294
2024-08-13T16:36:00,13.65301,144.806098,71.353,SkyReach,167E,9.353,266.061,-5.291
2024-08-13T16:37:30,13.648078,144.807122,71.525,Orbital Mobile,170E,8.912,269.494,-4.648
2024-08-13T16:39:00,13.649013,144.803315,71.236,UQ Mobile,174E,10.696,263.721,-4.491
2024-08-13T16:40:30,13.651309,144.808441,71.476,Orbital Mobile,178E,10.238,268.512,-4.303
2024-08-13T16:42:00,13.64941,144.807857,71.839,SkyReach,167E,8.611,275.775,-4.762
2024-08-13T16:43:30,13.651554,144.808183,71.191,UQ Mobile,170E,11.04,262.823,-4.043
2024-08-13T16:45:00,13.651884,144.81074,71.256,UQ Mobile,174E,10.502,264.119,-4.038
2024-08-13T16:46:30,13.651184,144.809561,71.434,UQ Mobile,178E,10.716,267.688,-3.502
2024-08-13T16:48:00,13.648447,144.81235,71.395,SkyReach,167E,9.627,266.901,-3.452
2024-08-13T16:49:30,13.653964,144.811792,71.019,Orbital Mobile,170E,10.668,259.373,-3.09
2024-08-13T16:51:00,13.652374,144.811151,71.282,SkyReach,174E,9.634,264.649,-3.137
2024-08-13T16:52:30,13.650328,144.811205,71.124,SkyReach,178E,11.377,261.474,-2.716
2024-08-13T16:54:00,13.652479,144.810755,71.801,SkyReach,167E,8.967,275.026,-2.708
2024-08-13T16:55:30,13.652951,144.812847,71.515,SkyReach,170E,8.786,269.299,-2.596
2024-08-13T16:57:00,13.650729,144.816164,71.851,SkyReach,174E,9.234,276.017,-2.948
2024-08-13T16:58:30,13.654686,144.812824,71.9,Orbital Mobile,178E,8.863,277.007,-2.113
2024-08-13T17:00:00,13.653109,144.818421,71.052,UQ Mobile,167E,10.493,260.047,-2.373
2024-08-13T17:01:30,13.655842,144.815393,71.472,UQ Mobile,170E,9.014,268.435,-1.9
2024-08-13T17:03:00,13.654114,144.817323,71.507,UQ Mobile,174E,9.969,269.132,-1.805
2024-08-13T17:04:30,13.656009,144.818753,71.798,UQ Mobile,178E,9.47,274.953,-1.809
2024-08-13T17:06:00,13.656354,144.818375,71.722,UQ Mobile,167E,8.57,273.45,-1.701
2024-08-13T17:07:30,13.654038,144.817511,71.565,Orbital Mobile,170E,9.891,270.304,-1.306
2024-08-13T17:09:00,13.654354,144.822558,71.98,UQ Mobile,174E,8.644,278.6,-0.663
2024-08-13T17:10:30,13.654545,144.822336,71.581,Orbital Mobile,178E,10.106,270.612,-0.55
2024-08-13T17:12:00,13.657596,144.819787,71.175,SkyReach,167E,11.274,262.503,-0.811
2024-08-13T17:13:30,13.65542,144.822848,71.425,Orbital Mobile,170E,9.901,267.504,-0.653
2024-08-13T17:15:00,13.655932,144.822118,71.758,UQ Mobile,174E,8.803,274.153,-0.24
2024-08-13T17:16:30,13.655397,144.826986,71.256,Orbital Mobile,178E,9.747,264.11,-0.056
2024-08-13T17:18:00,13.65748,144.824023,71.924,SkyReach,167E,8.308,277.473,0.473
2024-08-13T17:19:30,13.659611,144.827513,71.353,SkyReach,170E,9.967,266.058,-0.03
2024-08-13T17:21:00,13.659589,144.825709,71.354,SkyReach,174E,9.76,266.071,0.719
2024-08-13T17:22:30,13.656504,144.830497,71.682,SkyReach,178E,8.296,272.644,1.048
2024-08-13T17:24:00,13.656046,144.825854,71.5,UQ Mobile,167E,9.485,269.001,0.806
2024-08-13T17:25:30,13.662145,144.830953,71.059,SkyReach,170E,10.461,260.175,1.169
2024-08-13T17:27:00,13.659468,144.827268,71.328,Orbital Mobile,174E,9.563,265.56,1.604
2024-08-13T17:28:30,13.662309,144.83313,71.854,SkyReach,178E,9.144,276.088,1.739
2024-08-13T17:30:00,13.660573,144.830959,71.669,UQ Mobile,167E,9.139,272.383,1.44
2024-08-13T17:31:30,13.661007,144.829568,71.461,UQ Mobile,170E,10.082,268.228,2.186
2024-08-13T17:33:00,13.659473,144.834834,71.495,UQ Mobile,174E,9.653,268.905,1.85
2024-08-13T17:34:30,13.66039,144.83078,71.163,Orbital Mobile,178E,10.083,262.264,1.99
2024-08-13T17:36:00,13.664327,144.831637,71.884,UQ Mobile,167E,8.847,276.673,2.21
2024-08-13T17:37:30,13.664363,144.837115,71.693,SkyReach,170E,9.03,272.863,2.722
2024-08-13T17:39:00,13.663072,144.837289,71.252,UQ Mobile,174E,9.87,264.03,3.253
2024-08-13T17:40:30,13.667458,144.83415,71.549,SkyReach,178E,9.405,269.984,2.619
2024-08-13T17:42:00,13.663644,144.833129,71.47,SkyReach,167E,10.156,268.396,3.539
2024-08-13T17:43:30,13.667547,144.836334,71.765,UQ Mobile,170E,9.544,274.303,3.322
2024-08-13T17:45:00,13.66862,144.834978,71.594,Orbital Mobile,174E,9.115,270.881,3.717
2024-08-13T17:46:30,13.665651,144.840007,71.755,UQ Mobile,178E,8.162,274.103,3.666
2024-08-13T17:48:00,13.670225,144.838744,71.434,SkyReach,167E,9.152,267.673,4.277
2024-08-13T17:49:30,13.669668,144.837341,72.225,Orbital Mobile,170E,7.529,283.502,4.318
2024-08-13T17:51:00,13.669166,144.837151,71.682,SkyReach,174E,8.103,272.639,4.143
2024-08-13T17:52:30,13.667291,144.838762,71.657,Orbital Mobile,178E,9.508,272.148,4.419
2024-08-13T17:54:00,13.671815,144.839927,72.016,UQ Mobile,167E,8.264,279.324,4.41
2024-08-13T17:55:30,13.672205,144.839765,71.47,UQ Mobile,170E,9.164,268.404,5.012
2024-08-13T17:57:00,13.670057,144.842682,71.592,UQ Mobile,174E,9.814,270.85,4.492
2024-08-13T17:58:30,13.67103,144.840206,71.808,SkyReach,178E,7.537,275.153,5.063
2024-08-13T18:00:00,13.674355,144.840781,72.009,UQ Mobile,167E,8.429,279.178,5.068
2024-08-13T18:01:30,13.671041,144.840339,71.958,UQ Mobile,170E,8.432,278.166,5.791
2024-08-13T18:03:00,13.675576,144.844814,72.093,UQ Mobile,174E,7.072,280.87,5.935
2024-08-13T18:04:30,13.674261,144.841866,71.989,SkyReach,178E,7.178,278.781,5.631
2024-08-13T18:06:00,13.674639,144.842613,71.429,Orbital Mobile,167E,8.994,267.574,6.067
2024-08-13T18:07:30,13.675952,144.841693,71.749,UQ Mobile,170E,8.588,273.987,5.492
2024-08-13T18:09:00,13.675465,144.844658,71.834,UQ Mobile,174E,8.622,275.68,5.642
2024-08-13T18:10:30,13.680978,144.847157,71.87,UQ Mobile,178E,7.011,276.395,6.542
2024-08-13T18:12:00,13.681051,144.843571,71.933,UQ Mobile,167E,7.25,277.653,5.905
2024-08-13T18:13:30,13.677206,144.843339,71.754,UQ Mobile,170E,8.467,274.089,6.98
2024-08-13T18:15:00,13.683027,144.8439,71.526,UQ Mobile,174E,9.109,269.52,6.518
2024-08-13T18:16:30,13.682727,144.848462,71.775,UQ Mobile,178E,8.853,274.5,6.666
2024-08-13T18:18:00,13.682847,144.847919,71.931,SkyReach,167E,8.687,277.611,7.027
2024-08-13T18:19:30,13.685426,144.846225,71.833,Orbital Mobile,170E,7.869,275.654,7.181
2024-08-13T18:21:00,13.686447,144.848459,72.281,Orbital Mobile,174E,6.004,284.613,7.142
2024-08-13T18:22:30,13.686262,144.84953,72.407,SkyReach,178E,6.125,287.134,6.703
2024-08-13T18:24:00,13.685465,144.84877,71.814,SkyReach,167E,8.052,275.277,6.931
2024-08-13T18:25:30,13.68789,144.848459,72.458,Orbital Mobile,170E,5.921,288.167,7.527
2024-08-13T18:27:00,13.686589,144.848022,72.187,UQ Mobile,174E,6.741,282.746,7.804
2024-08-13T18:28:30,13.685675,144.849032,71.765,UQ Mobile,178E,8.089,274.3,7.017
2024-08-13T18:30:00,13.68789,144.846803,72.206,SkyReach,167E,5.46,283.116,7.449
2024-08-13T18:31:30,13.689527,144.848486,71.985,UQ Mobile,170E,7.583,278.704,7.705
2024-08-13T18:33:00,13.687482,144.846255,72.035,UQ Mobile,174E,7.436,279.691,8.112
2024-08-13T18:34:30,13.688028,144.847319,72.383,SkyReach,178E,5.631,286.66,7.418
2024-08-13T18:36:00,13.692176,144.846578,72.557,SkyReach,167E,5.135,290.133,8.196
2024-08-13T18:37:30,13.690955,144.848355,72.494,UQ Mobile,170E,5.215,288.888,7.89
2024-08-13T18:39:00,13.69427,144.851353,72.181,UQ Mobile,174E,5.117,282.627,7.746
2024-08-13T18:40:30,13.696958,144.852514,72.23,SkyReach,178E,7.392,283.609,7.479
2024-08-13T18:42:00,13.694679,144.849801,72.168,SkyReach,167E,5.525,282.362,8.354
2024-08-13T18:43:30,13.695022,144.850412,72.04,UQ Mobile,170E,6.272,279.792,7.899
2024-08-13T18:45:00,13.694649,144.847888,72.063,UQ Mobile,174E,5.979,280.256,7.738
2024-08-13T18:46:30,13.700069,144.852193,72.434,SkyReach,178E,4.798,287.681,7.481
2024-08-13T18:48:00,13.699622,144.849728,72.615,UQ Mobile,167E,4.547,291.293,7.975
2024-08-13T18:49:30,13.700644,144.852632,72.389,Orbital Mobile,170E,4.966,286.786,7.652
2024-08-13T18:51:00,13.702346,144.8478,72.293,Orbital Mobile,174E,4.719,284.852,8.201
2024-08-13T18:52:30,13.701356,144.850963,72.053,SkyReach,178E,6.318,280.05,8.067
2024-08-13T18:54:00,13.700084,144.850586,72.385,Orbital Mobile,167E,5.358,286.696,8.244
2024-08-13T18:55:30,13.700501,144.849606,72.403,Orbital Mobile,170E,5.385,287.061,7.978
2024-08-13T18:57:00,13.702543,144.847194,72.128,UQ Mobile,174E,5.412,281.556,7.736
2024-08-13T18:58:30,13.703211,144.852442,72.254,Orbital Mobile,178E,5.354,284.076,7.914
2024-08-13T19:00:00,13.703326,144.849091,66.398,SkyReach,167E,3.972,288.611,7.934
2024-08-13T19:01:30,13.703331,144.851538,63.568,UQ Mobile,170E,3.024,288.925,7.869
2024-08-13T19:03:00,13.706497,144.84691,66.314,UQ Mobile,174E,3.889,291.95,8.132
2024-08-13T19:04:30,13.707901,144.849653,72.188,Orbital Mobile,178E,5.174,282.77,7.792
2024-08-13T19:06:00,13.708965,144.848421,63.323,Orbital Mobile,167E,2.845,294.746,7.977
2024-08-13T19:07:30,13.708801,144.852059,62.987,UQ Mobile,170E,2.704,296.518,7.832
2024-08-13T19:09:00,13.709707,144.846785,65.495,SkyReach,174E,3.582,293.992,7.797
2024-08-13T19:10:30,13.708336,144.84961,62.462,UQ Mobile,178E,2.527,296.638,8.042
2024-08-13T19:12:00,13.713292,144.847394,63.065,UQ Mobile,167E,2.727,296.673,8.008
2024-08-13T19:13:30,13.710699,144.847376,61.857,SkyReach,170E,2.334,296.129,7.657
2024-08-13T19:15:00,13.711828,144.846349,62.929,Orbital Mobile,174E,2.798,289.706,7.054
2024-08-13T19:16:30,13.711183,144.850928,60.755,UQ Mobile,178E,2.075,289.592,7.071
2024-08-13T19:18:00,13.715904,144.845839,66.162,UQ Mobile,167E,3.903,288.091,6.853
2024-08-13T19:19:30,13.717156,144.849752,66.273,UQ Mobile,170E,3.939,288.143,7.348
2024-08-13T19:21:00,13.714504,144.849665,59.419,SkyReach,174E,1.492,297.852,6.963
2024-08-13T19:22:30,13.719932,144.846645,63.17,UQ Mobile,178E,2.755,297.102,7.336
2024-08-13T19:24:00,13.719865,144.849067,62.318,Orbital Mobile,167E,2.5,295.369,6.837
2024-08-13T19:25:30,13.716017,144.847074,57.929,SkyReach,170E,1.003,297.399,6.721
2024-08-13T19:27:00,13.71865,144.843231,63.662,Orbital Mobile,174E,2.933,296.242,6.922
2024-08-13T19:28:30,13.720647,144.844329,62.186,SkyReach,178E,2.506,292.365,6.504
2024-08-13T19:30:00,13.72318,144.846933,58.955,SkyReach,167E,1.468,290.011,6.238
2024-08-13T19:31:30,13.722729,144.847979,63.754,SkyReach,170E,2.988,294.818,5.848
2024-08-13T19:33:00,13.720595,144.845844,64.421,Orbital Mobile,174E,3.337,287.165,5.713
2024-08-13T19:34:30,13.72081,144.843895,59.015,UQ Mobile,178E,1.437,293.085,6.371
2024-08-13T19:36:00,13.721397,144.845292,61.388,UQ Mobile,167E,2.228,293.096,5.784
2024-08-13T19:37:30,13.727257,144.840528,55.495,SkyReach,170E,0.227,295.299,5.588
2024-08-13T19:39:00,13.724463,144.841478,62.918,SkyReach,174E,2.659,297.797,5.877
2024-08-13T19:40:30,13.728767,144.840933,55.599,SkyReach,178E,-0.323,291.61,5.396
2024-08-13T19:42:00,13.723883,144.844279,54.855,Orbital Mobile,167E,-0.089,290.774,5.202
2024-08-13T19:43:30,13.7268,144.84272,56.038,Orbital Mobile,170E,-0.397,295.962,5.6
2024-08-13T19:45:00,13.725918,144.842224,56.922,UQ Mobile,174E,0.688,296.155,4.672
2024-08-13T19:46:30,13.730573,144.841003,57.205,SkyReach,178E,0.765,297.218,4.635
2024-08-13T19:48:00,13.731252,144.84284,55.642,SkyReach,167E,0.273,295.452,4.458
2024-08-13T19:49:30,13.732464,144.839294,59.002,SkyReach,170E,1.351,297.998,4.073
2024-08-13T19:51:00,13.728125,144.838078,56.571,SkyReach,174E,-0.59,295.022,4.815
2024-08-13T19:52:30,13.731967,144.83991,54.982,UQ Mobile,178E,0.068,294.539,3.702
2024-08-13T19:54:00,13.731012,144.836173,57.283,SkyReach,167E,0.782,297.718,3.723
2024-08-13T19:55:30,13.731217,144.837781,56.042,Orbital Mobile,170E,0.352,298.694,3.58
2024-08-13T19:57:00,13.731846,144.83871,56.715,UQ Mobile,174E,0.662,293.608,3.536
2024-08-13T19:58:30,13.731904,144.838285,59.933,SkyReach,178E,-1.805,289.342,2.994
2024-08-13T20:00:00,13.735255,144.835211,55.789,UQ Mobile,167E,0.284,297.739,2.804
2024-08-13T20:01:30,13.736606,144.837511,60.981,UQ Mobile,170E,-2.113,291.824,3.087
2024-08-13T20:03:00,13.736481,144.835868,56.902,Orbital Mobile,174E,-0.646,298.284,2.653
2024-08-13T20:04:30,13.73926,144.835435,54.895,UQ Mobile,178E,-0.1,290.92,2.602
2024-08-13T20:06:00,13.736753,144.835697,55.37,UQ Mobile,167E,0.246,291.631,2.327
2024-08-13T20:07:30,13.740419,144.832588,56.239,SkyReach,170E,-0.411,299.087,1.91
2024-08-13T20:09:00,13.735485,144.829464,55.495,Orbital Mobile,174E,-0.3,290.87,2.144
2024-08-13T20:10:30,13.74043,144.833058,60.374,Orbital Mobile,178E,-1.83,296.678,2.175
2024-08-13T20:12:00,13.737125,144.833702,59.408,UQ Mobile,167E,-1.608,290.712,1.93
2024-08-13T20:13:30,13.738698,144.831957,57.643,SkyReach,170E,-0.881,299.031,1.567
2024-08-13T20:15:00,13.737252,144.829559,60.81,UQ Mobile,174E,-2.106,288.86,1.208
2024-08-13T20:16:30,13.739822,144.829116,61.608,SkyReach,178E,-2.214,298.335,1.05
2024-08-13T20:18:00,13.740845,144.829301,65.396,Orbital Mobile,167E,-3.593,291.355,0.528
2024-08-13T20:19:30,13.739617,144.827803,61.898,SkyReach,170E,-2.345,296.259,1.105
2024-08-13T20:21:00,13.740666,144.829978,66.116,Orbital Mobile,174E,-3.847,290.519,0.953
2024-08-13T20:22:30,13.740148,144.824985,59.379,SkyReach,178E,-1.484,297.522,0.207
2024-08-13T20:24:00,13.742459,144.826714,60.55,Orbital Mobile,167E,-1.99,290.623,0.662
2024-08-13T20:25:30,13.745287,144.823445,64.844,SkyReach,170E,-3.423,290.465,0.01
2024-08-13T20:27:00,13.745666,144.826763,66.069,Orbital Mobile,174E,-3.795,292.7,0.185
2024-08-13T20:28:30,13.746955,144.822655,62.218,Orbital Mobile,178E,-2.535,291.273,-0.827
2024-08-13T20:30:00,13.742094,144.822945,61.229,UQ Mobile,167E,-2.14,295.187,-0.374
2024-08-13T20:31:30,13.74786,144.820491,65.011,Orbital Mobile,170E,-3.501,289.135,-1.094
2024-08-13T20:33:00,13.744193,144.819736,72.341,UQ Mobile,174E,-4.833,285.816,-1.233
2024-08-13T20:34:30,13.74836,144.821956,66.51,SkyReach,178E,-3.963,291.412,-0.821
2024-08-13T20:36:00,13.74751,144.822513,64.43,UQ Mobile,167E,-3.265,291.722,-1.141
2024-08-13T20:37:30,13.744468,144.819428,63.344,UQ Mobile,170E,-2.815,296.959,-1.529
