time,lattitude,longtitude,connection_strength_data,provider,panel_orientation_deg,sun_altitude_deg,shadow_blockage_ratio,terrain_elevation_m
2024-09-22T08:36:00,36.427219,138.127652,84.105,Alpine Mobile,72,47.2,0.0,1549.46
2024-09-22T08:39:00,36.433125,138.127618,83.348,Alpine Mobile,36,46.909,0.0,1994.64
2024-09-22T08:42:00,36.433178,138.120652,86.572,Summit LTE,90,46.614,0.0,1232.73
2024-09-22T08:45:00,36.425249,138.12772,86.648,Alpine Mobile,18,46.314,0.0,1995.62
2024-09-22T08:48:00,36.429321,138.127236,86.507,UQ Mobile,18,46.01,0.0,2535.32
2024-09-22T08:51:00,36.428622,138.12441,86.424,UQ Mobile,90,45.701,0.0,1548.09
2024-09-22T08:54:00,36.428599,138.11998,86.343,Summit LTE,36,45.388,0.0,2335.43
2024-09-22T08:57:00,36.430674,138.125938,82.502,Summit LTE,72,45.071,0.0,1052.86
2024-09-22T09:00:00,36.425062,138.127709,84.147,UQ Mobile,18,44.749,0.0,1418.41
2024-09-22T09:03:00,36.424242,138.128618,82.982,Alpine Mobile,72,44.423,0.0,1979.63
2024-09-22T09:06:00,36.430263,138.122746,82.96,Summit LTE,90,44.092,0.0,1571.19
2024-09-22T09:09:00,36.422661,138.125386,82.751,UQ Mobile,90,43.758,0.0,1224.3
2024-09-22T09:12:00,36.421929,138.122366,85.49,UQ Mobile,90,43.42,0.0,1243.08
2024-09-22T09:15:00,36.42356,138.120226,83.323,Alpine Mobile,36,43.077,0.0,1808.64
2024-09-22T09:18:00,36.420154,138.124705,82.382,Summit LTE,18,42.731,0.0,1015.68
2024-09-22T09:21:00,36.428539,138.123508,83.954,Summit LTE,36,42.38,0.0,2344.65
2024-09-22T09:24:00,36.421922,138.118879,84.393,Summit LTE,72,42.026,0.0,2255.23
2024-09-22T09:27:00,36.421604,138.125378,83.278,Summit LTE,72,41.668,0.0,2492.64
2024-09-22T09:30:00,36.421572,138.123444,83.183,Alpine Mobile,36,41.307,0.0,1853.66
2024-09-22T09:33:00,36.419441,138.126761,83.997,Summit LTE,72,40.941,0.0,2489.73
2024-09-22T09:36:00,36.420501,138.12206,83.849,Alpine Mobile,18,40.572,0.0,2008.02
2024-09-22T09:39:00,36.421743,138.127609,81.661,Summit LTE,90,40.2,0.0,2315.52
2024-09-22T09:42:00,36.422407,138.120355,83.524,Summit LTE,18,39.824,0.0,1876.51
2024-09-22T09:45:00,36.4204,138.124347,80.926,Summit LTE,18,39.445,0.0,1699.87
2024-09-22T09:48:00,36.416158,138.119879,81.299,UQ Mobile,90,39.062,0.0,1067.65
2024-09-22T09:51:00,36.418361,138.125797,82.247,Alpine Mobile,90,38.677,0.0,1419.81
2024-09-22T09:54:00,36.424912,138.12604,80.315,Alpine Mobile,72,38.287,0.0,2253.38
2024-09-22T09:57:00,36.418954,138.12064,80.393,Summit LTE,18,37.895,0.0,1945.54
2024-09-22T10:00:00,36.420453,138.122208,82.692,Alpine Mobile,18,37.5,0.0,1424.23
2024-09-22T10:03:00,36.417936,138.120104,81.686,Summit LTE,72,37.102,0.0,1407.31
2024-09-22T10:06:00,36.416186,138.124334,79.703,Summit LTE,36,36.701,0.0,1220.19
2024-09-22T10:09:00,36.422104,138.124916,80.87,UQ Mobile,18,36.297,0.0,1652.08
2024-09-22T10:12:00,36.420499,138.11735,80.251,Summit LTE,90,35.89,0.0,2170.45
2024-09-22T10:15:00,36.420958,138.126667,79.553,Alpine Mobile,18,35.48,0.0,2614.17
2024-09-22T10:18:00,36.417379,138.116834,79.894,Summit LTE,18,35.068,0.0,2195.24
2024-09-22T10:21:00,36.414718,138.125925,81.723,Summit LTE,72,34.653,0.0,1072.34
2024-09-22T10:24:00,36.411857,138.1252,79.852,Alpine Mobile,90,34.236,0.0,1588.86
2024-09-22T10:27:00,36.418127,138.121274,78.973,Summit LTE,36,33.816,0.0,1196.92
2024-09-22T10:30:00,36.415601,138.121836,81.419,Summit LTE,72,33.394,0.0,2410.81
2024-09-22T10:33:00,36.413467,138.119644,80.87,UQ Mobile,90,32.97,0.0,2175.23
2024-09-22T10:36:00,36.410109,138.122014,79.517,UQ Mobile,90,32.543,0.0,1485.81
2024-09-22T10:39:00,36.416133,138.116394,80.602,UQ Mobile,90,32.114,0.0,1232.92
2024-09-22T10:42:00,36.414682,138.123031,79.128,Summit LTE,90,31.683,0.0,1687.85
2024-09-22T10:45:00,36.417557,138.122897,80.15,UQ Mobile,72,31.25,0.0,2460.42
2024-09-22T10:48:00,36.408365,138.124816,78.898,Alpine Mobile,90,30.816,0.0,1645.56
2024-09-22T10:51:00,36.408523,138.125841,77.1,Summit LTE,36,30.379,0.0,1776.73
2024-09-22T10:54:00,36.412348,138.1222,79.933,Alpine Mobile,90,29.941,0.0,1372.06
2024-09-22T10:57:00,36.409597,138.124203,76.934,Summit LTE,72,29.5,0.0,2516.44
2024-09-22T11:00:00,36.410885,138.116808,79.521,UQ Mobile,90,29.059,0.0,2270.34
2024-09-22T11:03:00,36.410046,138.117797,77.393,Summit LTE,90,28.615,0.0,1465.79
2024-09-22T11:06:00,36.40752,138.124241,75.802,Summit LTE,18,28.171,0.0,1738.68
2024-09-22T11:09:00,36.41102,138.118412,78.679,Alpine Mobile,72,27.724,0.0,2004.61
2024-09-22T11:12:00,36.409307,138.123825,78.198,UQ Mobile,72,27.277,0.0,2550.71
2024-09-22T11:15:00,36.410724,138.122608,75.706,Alpine Mobile,90,26.828,0.0,2031.07
2024-09-22T11:18:00,36.40485,138.124553,77.331,Alpine Mobile,36,26.378,0.0,2382.5
2024-09-22T11:21:00,36.412948,138.122161,75.519,UQ Mobile,72,25.927,0.0,978.67
2024-09-22T11:24:00,36.404551,138.123776,78.159,Summit LTE,36,25.475,0.0,2608.99
2024-09-22T11:27:00,36.407411,138.123341,77.264,UQ Mobile,90,25.022,0.0,1247.92
2024-09-22T11:30:00,36.404347,138.11705,74.288,Summit LTE,90,24.568,0.0,1009.24
2024-09-22T11:33:00,36.411205,138.124444,76.257,Alpine Mobile,90,24.114,0.0,1135.6
2024-09-22T11:36:00,36.409697,138.120739,74.214,Alpine Mobile,90,23.658,0.0,1409.15
2024-09-22T11:39:00,36.403108,138.123644,76.704,UQ Mobile,18,23.203,0.0,2338.41
2024-09-22T11:42:00,36.403651,138.120426,76.053,UQ Mobile,18,22.746,0.0,1689.48
2024-09-22T11:45:00,36.401814,138.115934,76.722,UQ Mobile,36,22.289,0.0,2044.88
2024-09-22T11:48:00,36.404973,138.11777,75.19,UQ Mobile,72,21.832,0.0,2242.61
2024-09-22T11:51:00,36.409472,138.117319,74.244,UQ Mobile,90,21.374,0.0,2403.79
2024-09-22T11:54:00,36.400926,138.120814,76.33,Alpine Mobile,18,20.916,0.0,2256.89
2024-09-22T11:57:00,36.406702,138.12264,73.767,Summit LTE,90,20.458,0.0,1258.25
2024-09-22T12:00:00,36.40244,138.124812,75.852,Alpine Mobile,72,20.0,0.0,2041.07
2024-09-22T12:03:00,36.400276,138.115491,75.954,Summit LTE,90,19.542,0.0,2247.26
2024-09-22T12:06:00,36.407258,138.118909,74.024,UQ Mobile,18,19.084,0.0,1290.16
2024-09-22T12:09:00,36.39994,138.117661,74.885,UQ Mobile,36,18.626,0.0,2613.19
2024-09-22T12:12:00,36.405016,138.123586,71.895,Summit LTE,72,18.168,0.0,2033.0
2024-09-22T12:15:00,36.402328,138.119792,73.918,UQ Mobile,36,17.711,0.0,2127.76
2024-09-22T12:18:00,36.403976,138.121573,72.341,Summit LTE,72,17.254,0.0,1901.3
2024-09-22T12:21:00,36.403149,138.117321,71.633,Summit LTE,36,16.797,0.0,2288.43
2024-09-22T12:24:00,36.397372,138.119163,70.943,Alpine Mobile,18,16.342,0.0,1210.32
2024-09-22T12:27:00,36.39691,138.118919,73.442,UQ Mobile,72,15.886,0.0,2027.6
2024-09-22T12:30:00,36.400743,138.121475,72.688,UQ Mobile,36,15.432,0.0,2356.8
2024-09-22T12:33:00,36.395654,138.122128,73.303,Summit LTE,36,14.978,0.0,1369.58
2024-09-22T12:36:00,36.401296,138.123538,70.734,Summit LTE,18,14.525,0.0,2001.24
2024-09-22T12:39:00,36.39757,138.115777,72.299,Summit LTE,72,14.073,0.0,2523.79
2024-09-22T12:42:00,36.394777,138.121281,73.617,Alpine Mobile,90,13.622,0.0,2230.02
2024-09-22T12:45:00,36.395573,138.120593,72.573,Summit LTE,36,13.172,0.0,1033.06
2024-09-22T12:48:00,36.396674,138.11561,71.739,Summit LTE,72,12.723,0.0,2198.85
2024-09-22T12:51:00,36.392532,138.124207,70.318,Summit LTE,36,12.276,0.0,2389.81
2024-09-22T12:54:00,36.39949,138.122728,70.575,Summit LTE,18,11.829,0.0,2099.2
2024-09-22T12:57:00,36.397353,138.121296,70.71,Alpine Mobile,36,11.385,0.0,1646.39
2024-09-22T13:00:00,36.394273,138.124797,69.666,Alpine Mobile,36,10.941,0.0,1418.25
2024-09-22T13:03:00,36.391432,138.116361,69.622,Summit LTE,90,10.5,0.0,1758.4
2024-09-22T13:06:00,36.393925,138.118804,67.984,Alpine Mobile,72,10.059,0.042,1453.28
2024-09-22T13:09:00,36.39391,138.116043,67.144,Summit LTE,36,9.621,0.084,2305.38
2024-09-22T13:12:00,36.389104,138.119241,68.938,UQ Mobile,36,9.184,0.125,2558.45
2024-09-22T13:15:00,36.39682,138.123884,67.43,UQ Mobile,36,8.75,0.167,2226.34
2024-09-22T13:18:00,36.395271,138.118145,67.553,Summit LTE,90,8.317,0.208,1729.95
2024-09-22T13:21:00,36.39668,138.124064,65.008,Summit LTE,72,7.886,0.249,1614.75
2024-09-22T13:24:00,36.387264,138.121081,66.057,Alpine Mobile,18,7.457,0.29,1624.23
2024-09-22T13:27:00,36.388135,138.117325,63.819,Alpine Mobile,90,7.03,0.33,1339.71
2024-09-22T13:30:00,36.395167,138.120373,61.564,UQ Mobile,18,6.606,0.371,1814.56
2024-09-22T13:33:00,36.392906,138.118496,61.149,Alpine Mobile,36,6.184,0.411,1084.26
2024-09-22T13:36:00,36.394283,138.116247,62.188,Alpine Mobile,36,5.764,0.451,1502.6
2024-09-22T13:39:00,36.391778,138.123005,57.515,Alpine Mobile,18,5.347,0.491,1753.78
2024-09-22T13:42:00,36.3868,138.120774,59.919,Alpine Mobile,72,4.932,0.53,1369.76
2024-09-22T13:45:00,36.38789,138.117891,57.834,Summit LTE,36,4.52,0.57,2522.31
2024-09-22T13:48:00,36.384573,138.125007,56.199,Alpine Mobile,90,4.11,0.609,1293.77
2024-09-22T13:51:00,36.386112,138.120002,55.572,Alpine Mobile,18,3.703,0.647,1203.48
2024-09-22T13:54:00,36.390641,138.116684,53.043,Summit LTE,18,3.299,0.686,1835.48
2024-09-22T13:57:00,36.387201,138.124226,55.701,Alpine Mobile,90,2.898,0.724,1727.57
2024-09-22T14:00:00,36.385691,138.12421,53.886,UQ Mobile,18,2.5,0.762,2490.7
2024-09-22T14:03:00,36.387315,138.121427,50.223,UQ Mobile,36,2.105,0.8,2264.33
2024-09-22T14:06:00,36.385492,138.123904,54.368,UQ Mobile,18,1.713,0.837,1368.23
2024-09-22T14:09:00,36.383614,138.119413,53.082,Summit LTE,72,1.323,0.874,1078.12
2024-09-22T14:12:00,36.387804,138.117712,51.848,Alpine Mobile,36,0.938,0.911,1305.72
2024-09-22T14:15:00,36.388296,138.120134,49.065,UQ Mobile,72,0.555,0.947,2573.71
2024-09-22T14:18:00,36.388576,138.121781,49.644,UQ Mobile,36,0.176,0.983,1394.03
2024-09-22T14:21:00,36.385468,138.121587,45.474,UQ Mobile,18,-0.2,1.0,2590.24
2024-09-22T14:24:00,36.380903,138.123254,49.059,Summit LTE,72,-0.572,1.0,2134.52
2024-09-22T14:27:00,36.388136,138.125142,49.365,Alpine Mobile,18,-0.941,1.0,1007.77
2024-09-22T14:30:00,36.380938,138.120543,48.118,Alpine Mobile,18,-1.307,1.0,1547.61
2024-09-22T14:33:00,36.381016,138.119508,47.089,UQ Mobile,72,-1.668,1.0,2201.5
2024-09-22T14:36:00,36.38292,138.120302,47.151,UQ Mobile,72,-2.026,1.0,2050.32
2024-09-22T14:39:00,36.386183,138.123083,47.661,Summit LTE,90,-2.38,1.0,1722.11
2024-09-22T14:42:00,36.379966,138.123961,49.051,Summit LTE,72,-2.731,1.0,1522.99
2024-09-22T14:45:00,36.385564,138.118254,49.757,UQ Mobile,90,-3.077,1.0,1352.06
2024-09-22T14:48:00,36.385145,138.118577,48.163,Alpine Mobile,90,-3.42,1.0,1611.04
2024-09-22T14:51:00,36.378759,138.120706,48.576,UQ Mobile,90,-3.758,1.0,2203.9
2024-09-22T14:54:00,36.381783,138.118494,50.887,UQ Mobile,18,-4.092,1.0,1394.19
2024-09-22T14:57:00,36.383432,138.121404,46.542,Alpine Mobile,90,-4.423,1.0,1594.91
2024-09-22T15:00:00,36.383915,138.1214,48.371,Alpine Mobile,36,-4.749,1.0,1279.72
2024-09-22T15:03:00,36.380089,138.123318,51.276,UQ Mobile,18,-5.071,1.0,982.55
2024-09-22T15:06:00,36.376538,138.126851,47.101,UQ Mobile,18,-5.388,1.0,2192.16
2024-09-22T15:09:00,36.380392,138.119304,48.817,Summit LTE,36,-5.701,1.0,1696.39
2024-09-22T15:12:00,36.37797,138.118485,50.51,UQ Mobile,90,-6.01,1.0,1356.53
2024-09-22T15:15:00,36.380997,138.121013,48.391,Alpine Mobile,90,-6.314,1.0,1994.7
2024-09-22T15:18:00,36.376496,138.126578,47.253,Alpine Mobile,90,-6.614,1.0,2621.91
2024-09-22T15:21:00,36.376464,138.126886,49.83,Alpine Mobile,36,-6.909,1.0,1859.71
2024-09-22T15:24:00,36.374368,138.122311,49.228,UQ Mobile,72,-7.2,1.0,1398.19
2024-09-22T15:27:00,36.380869,138.121121,49.468,UQ Mobile,72,-7.486,1.0,1965.32
2024-09-22T15:30:00,36.379489,138.126895,48.559,Alpine Mobile,18,-7.767,1.0,1601.95
2024-09-22T15:33:00,36.373705,138.126349,45.991,Summit LTE,18,-8.044,1.0,2309.54
2024-09-22T15:36:00,36.374703,138.124544,48.211,Alpine Mobile,90,-8.316,1.0,2144.52
2024-09-22T15:39:00,36.370625,138.125857,49.991,Alpine Mobile,18,-8.582,1.0,1273.83
2024-09-22T15:42:00,36.370319,138.128791,50.167,Alpine Mobile,18,-8.844,1.0,1185.24
2024-09-22T15:45:00,36.372796,138.12613,47.41,Summit LTE,90,-9.101,1.0,1589.7
2024-09-22T15:48:00,36.377603,138.128183,49.742,Summit LTE,90,-9.353,1.0,1822.08
2024-09-22T15:51:00,36.37732,138.120107,47.861,Summit LTE,72,-9.6,1.0,1474.45
2024-09-22T15:54:00,36.372491,138.119894,48.934,Alpine Mobile,36,-9.842,1.0,1563.21
2024-09-22T15:57:00,36.369928,138.122903,46.663,Summit LTE,72,-10.079,1.0,2115.35
2024-09-22T16:00:00,36.375348,138.127564,49.759,Alpine Mobile,18,-10.311,1.0,1669.97
2024-09-22T16:03:00,36.374239,138.124869,46.999,Summit LTE,90,-10.537,1.0,1622.13
2024-09-22T16:06:00,36.370573,138.129677,47.485,Summit LTE,18,-10.759,1.0,1482.71
2024-09-22T16:09:00,36.368636,138.12771,49.07,Summit LTE,18,-10.975,1.0,2171.16
2024-09-22T16:12:00,36.366728,138.121075,49.951,Alpine Mobile,90,-11.185,1.0,1243.08
2024-09-22T16:15:00,36.367818,138.125821,47.422,Alpine Mobile,90,-11.391,1.0,2279.1
2024-09-22T16:18:00,36.367024,138.125192,47.095,Alpine Mobile,90,-11.59,1.0,2298.06
2024-09-22T16:21:00,36.371997,138.130873,48.414,Alpine Mobile,90,-11.785,1.0,2234.89
2024-09-22T16:24:00,36.369571,138.126653,45.594,UQ Mobile,36,-11.974,1.0,2199.0
2024-09-22T16:27:00,36.364134,138.123045,47.964,Alpine Mobile,90,-12.158,1.0,1379.42
2024-09-22T16:30:00,36.369015,138.129049,47.991,UQ Mobile,72,-12.336,1.0,2275.42
2024-09-22T16:33:00,36.365859,138.123609,47.676,Alpine Mobile,72,-12.508,1.0,2515.51
2024-09-22T16:36:00,36.366533,138.124434,45.668,Summit LTE,90,-12.675,1.0,1989.52
2024-09-22T16:39:00,36.364848,138.123048,47.899,UQ Mobile,18,-12.837,1.0,1409.12
2024-09-22T16:42:00,36.36628,138.126749,47.299,UQ Mobile,72,-12.992,1.0,2382.55
2024-09-22T16:45:00,36.362944,138.125197,48.026,Summit LTE,90,-13.143,1.0,1896.8
2024-09-22T16:48:00,36.36575,138.124518,48.843,Alpine Mobile,18,-13.287,1.0,1710.29
2024-09-22T16:51:00,36.364313,138.124644,49.545,Alpine Mobile,18,-13.426,1.0,1726.21
2024-09-22T16:54:00,36.36278,138.129803,51.875,Summit LTE,90,-13.559,1.0,1035.38
2024-09-22T16:57:00,36.362503,138.124033,48.746,Alpine Mobile,90,-13.686,1.0,1898.86
2024-09-22T17:00:00,36.363575,138.126971,46.994,Summit LTE,90,-13.807,1.0,1615.9
2024-09-22T17:03:00,36.36042,138.127485,46.895,UQ Mobile,90,-13.923,1.0,2362.77
2024-09-22T17:06:00,36.365771,138.125945,45.713,Alpine Mobile,36,-14.033,1.0,1987.54
2024-09-22T17:09:00,36.368343,138.125548,47.403,UQ Mobile,18,-14.137,1.0,1386.66
2024-09-22T17:12:00,36.36753,138.131966,45.386,Alpine Mobile,72,-14.235,1.0,2274.52
2024-09-22T17:15:00,36.367777,138.131986,46.204,Alpine Mobile,18,-14.327,1.0,2400.58
2024-09-22T17:18:00,36.363855,138.134168,49.367,UQ Mobile,72,-14.414,1.0,1698.85
2024-09-22T17:21:00,36.361064,138.134423,46.246,Alpine Mobile,90,-14.494,1.0,1899.22
2024-09-22T17:24:00,36.362115,138.131192,47.375,Summit LTE,18,-14.569,1.0,2525.56
2024-09-22T17:27:00,36.365899,138.12845,46.963,Alpine Mobile,90,-14.638,1.0,2404.73
2024-09-22T17:30:00,36.361891,138.127751,49.656,UQ Mobile,90,-14.701,1.0,1653.38
2024-09-22T17:33:00,36.360416,138.129775,50.847,Summit LTE,18,-14.757,1.0,1316.82
2024-09-22T17:36:00,36.360612,138.125909,47.491,UQ Mobile,36,-14.808,1.0,1332.94
2024-09-22T17:39:00,36.356818,138.1301,48.678,Summit LTE,36,-14.853,1.0,1049.59
2024-09-22T17:42:00,36.358542,138.134412,50.17,UQ Mobile,36,-14.892,1.0,1570.93
2024-09-22T17:45:00,36.356592,138.128454,46.233,Summit LTE,90,-14.925,1.0,2526.05
2024-09-22T17:48:00,36.355293,138.128569,47.523,UQ Mobile,90,-14.952,1.0,1593.9
2024-09-22T17:51:00,36.355835,138.128138,47.994,Summit LTE,36,-14.973,1.0,1602.36
2024-09-22T17:54:00,36.355626,138.130255,46.34,UQ Mobile,90,-14.988,1.0,2118.01
2024-09-22T17:57:00,36.359936,138.129462,48.411,Alpine Mobile,36,-14.997,1.0,2188.3
2024-09-22T18:00:00,36.360296,138.134676,50.987,Summit LTE,72,-15.0,1.0,1167.48
2024-09-22T18:03:00,36.357104,138.127451,48.818,UQ Mobile,90,-14.997,1.0,1035.0
2024-09-22T18:06:00,36.360347,138.137171,49.049,UQ Mobile,18,-14.988,1.0,2157.33
2024-09-22T18:09:00,36.360665,138.131244,46.593,Alpine Mobile,18,-14.973,1.0,2433.97
2024-09-22T18:12:00,36.358752,138.130293,46.199,Summit LTE,72,-14.952,1.0,2083.22
2024-09-22T18:15:00,36.352661,138.130583,49.561,Summit LTE,90,-14.925,1.0,1723.59
2024-09-22T18:18:00,36.358577,138.134904,51.146,Summit LTE,90,-14.892,1.0,1167.95
2024-09-22T18:21:00,36.357088,138.132439,46.975,Alpine Mobile,72,-14.853,1.0,2458.17
2024-09-22T18:24:00,36.356227,138.135516,48.809,UQ Mobile,18,-14.808,1.0,1407.73
2024-09-22T18:27:00,36.354385,138.133773,47.539,Summit LTE,90,-14.757,1.0,1199.49
2024-09-22T18:30:00,36.352301,138.137949,45.891,UQ Mobile,90,-14.701,1.0,2170.23
2024-09-22T18:33:00,36.356875,138.132864,47.639,Alpine Mobile,18,-14.638,1.0,1316.63
2024-09-22T18:36:00,36.357511,138.139631,47.473,Alpine Mobile,18,-14.569,1.0,2215.61
2024-09-22T18:39:00,36.352283,138.13195,50.117,Summit LTE,36,-14.494,1.0,1727.45
2024-09-22T18:42:00,36.353313,138.13696,48.104,UQ Mobile,72,-14.414,1.0,2363.33
2024-09-22T18:45:00,36.354909,138.136806,50.258,Alpine Mobile,72,-14.327,1.0,1356.94
2024-09-22T18:48:00,36.352317,138.133696,47.161,Summit LTE,18,-14.235,1.0,2051.31
2024-09-22T18:51:00,36.347542,138.139521,47.657,UQ Mobile,36,-14.137,1.0,2518.97
2024-09-22T18:54:00,36.352854,138.139142,47.375,Alpine Mobile,36,-14.033,1.0,2535.16
2024-09-22T18:57:00,36.348478,138.133549,46.59,Summit LTE,36,-13.923,1.0,1963.11
2024-09-22T19:00:00,36.355714,138.132003,50.326,Summit LTE,90,-13.807,1.0,1597.87
2024-09-22T19:03:00,36.355185,138.141402,49.359,Summit LTE,18,-13.686,1.0,1428.08
2024-09-22T19:06:00,36.345878,138.136959,45.699,Summit LTE,36,-13.559,1.0,2247.0
2024-09-22T19:09:00,36.345674,138.138205,49.982,Alpine Mobile,72,-13.426,1.0,1596.28
2024-09-22T19:12:00,36.351821,138.133427,46.804,Alpine Mobile,72,-13.287,1.0,1920.12
2024-09-22T19:15:00,36.347481,138.140374,46.466,UQ Mobile,18,-13.143,1.0,2288.67
2024-09-22T19:18:00,36.348561,138.134565,48.548,UQ Mobile,90,-12.992,1.0,1923.31
2024-09-22T19:21:00,36.352165,138.136511,47.311,Alpine Mobile,18,-12.837,1.0,1755.1
2024-09-22T19:24:00,36.346457,138.136365,47.397,UQ Mobile,72,-12.675,1.0,1890.93
2024-09-22T19:27:00,36.344218,138.141952,49.622,Summit LTE,72,-12.508,1.0,1590.01
2024-09-22T19:30:00,36.350135,138.142714,46.914,UQ Mobile,90,-12.336,1.0,2415.2
2024-09-22T19:33:00,36.346197,138.144241,49.055,Alpine Mobile,72,-12.158,1.0,1373.85
2024-09-22T19:36:00,36.351472,138.144139,49.688,Alpine Mobile,72,-11.974,1.0,1669.93
2024-09-22T19:39:00,36.345996,138.140766,49.099,Alpine Mobile,90,-11.785,1.0,1526.6
2024-09-22T19:42:00,36.35089,138.136871,48.436,UQ Mobile,90,-11.59,1.0,1021.27
2024-09-22T19:45:00,36.34451,138.14134,46.459,Alpine Mobile,18,-11.391,1.0,2575.35
2024-09-22T19:48:00,36.347472,138.144248,45.509,Alpine Mobile,36,-11.185,1.0,2008.51
2024-09-22T19:51:00,36.348389,138.143996,49.92,Summit LTE,36,-10.975,1.0,1718.72
2024-09-22T19:54:00,36.348703,138.141311,49.755,UQ Mobile,36,-10.759,1.0,1272.57
2024-09-22T19:57:00,36.342041,138.142453,48.568,Summit LTE,90,-10.537,1.0,1665.65
2024-09-22T20:00:00,36.347539,138.141516,49.604,Summit LTE,90,-10.311,1.0,1563.35
2024-09-22T20:03:00,36.343378,138.142465,47.252,UQ Mobile,72,-10.079,1.0,2398.68
2024-09-22T20:06:00,36.346979,138.143368,49.287,Summit LTE,90,-9.842,1.0,1236.47
2024-09-22T20:09:00,36.344243,138.138991,49.015,Alpine Mobile,90,-9.6,1.0,1933.33
2024-09-22T20:12:00,36.344978,138.146677,45.083,Summit LTE,18,-9.353,1.0,2561.0
2024-09-22T20:15:00,36.342647,138.147737,49.445,UQ Mobile,18,-9.101,1.0,1866.95
2024-09-22T20:18:00,36.346281,138.146399,49.33,Alpine Mobile,18,-8.844,1.0,1186.45
2024-09-22T20:21:00,36.342324,138.147106,47.877,UQ Mobile,36,-8.582,1.0,2053.55
2024-09-22T20:24:00,36.339034,138.145158,45.882,UQ Mobile,72,-8.316,1.0,2536.1
2024-09-22T20:27:00,36.339656,138.144864,47.05,Summit LTE,72,-8.044,1.0,1838.71
2024-09-22T20:30:00,36.342488,138.146478,50.052,UQ Mobile,72,-7.767,1.0,1372.12
2024-09-22T20:33:00,36.338716,138.143412,46.875,UQ Mobile,90,-7.486,1.0,1955.12
2024-09-22T20:36:00,36.345304,138.145524,48.139,UQ Mobile,18,-7.2,1.0,2006.1
2024-09-22T20:39:00,36.346087,138.148317,46.076,UQ Mobile,36,-6.909,1.0,2373.11
2024-09-22T20:42:00,36.342526,138.147817,44.603,Alpine Mobile,90,-6.614,1.0,2396.46
2024-09-22T20:45:00,36.344573,138.142808,50.017,Alpine Mobile,36,-6.314,1.0,1723.79
2024-09-22T20:48:00,36.338564,138.147392,48.101,UQ Mobile,72,-6.01,1.0,1918.04
2024-09-22T20:51:00,36.337097,138.151282,48.457,UQ Mobile,36,-5.701,1.0,1523.21
2024-09-22T20:54:00,36.34491,138.143812,49.809,Alpine Mobile,72,-5.388,1.0,1383.08
2024-09-22T20:57:00,36.33517,138.143016,50.197,UQ Mobile,72,-5.071,1.0,1679.98
2024-09-22T21:00:00,36.338669,138.150612,48.617,Alpine Mobile,90,-4.749,1.0,1151.52
2024-09-22T21:03:00,36.341573,138.152072,49.553,UQ Mobile,36,-4.423,1.0,1181.9
2024-09-22T21:06:00,36.335666,138.148255,50.487,UQ Mobile,36,-4.092,1.0,1433.73
2024-09-22T21:09:00,36.342662,138.150369,47.689,UQ Mobile,72,-3.758,1.0,1925.17
2024-09-22T21:12:00,36.34326,138.149438,46.085,Alpine Mobile,36,-3.42,1.0,2092.64
2024-09-22T21:15:00,36.334981,138.153194,49.775,UQ Mobile,36,-3.077,1.0,999.65
2024-09-22T21:18:00,36.339607,138.153459,44.51,Summit LTE,18,-2.731,1.0,2598.67
2024-09-22T21:21:00,36.335527,138.150756,47.962,UQ Mobile,72,-2.38,1.0,1864.63
2024-09-22T21:24:00,36.341384,138.15439,46.013,Alpine Mobile,90,-2.026,1.0,2303.22
2024-09-22T21:27:00,36.336615,138.153734,50.507,Summit LTE,36,-1.668,1.0,1596.62
2024-09-22T21:30:00,36.340427,138.152352,48.994,Alpine Mobile,36,-1.307,1.0,1773.88
2024-09-22T21:33:00,36.339955,138.154485,46.203,Alpine Mobile,18,-0.941,1.0,1847.5
2024-09-22T21:36:00,36.334131,138.147983,48.081,UQ Mobile,18,-0.572,1.0,2526.12
2024-09-22T21:39:00,36.336676,138.154775,49.256,UQ Mobile,90,-0.2,1.0,1126.43
2024-09-22T21:42:00,36.334384,138.156709,49.13,Summit LTE,18,0.176,0.983,1947.66
2024-09-22T21:45:00,36.337482,138.15222,46.064,UQ Mobile,36,0.555,0.947,2381.45
2024-09-22T21:48:00,36.333704,138.149569,47.337,Summit LTE,90,0.938,0.911,2193.63
2024-09-22T21:51:00,36.334529,138.155223,51.795,Alpine Mobile,18,1.323,0.874,1196.67
2024-09-22T21:54:00,36.339672,138.150312,52.879,Summit LTE,36,1.713,0.837,985.13
2024-09-22T21:57:00,36.333537,138.158669,51.139,Summit LTE,36,2.105,0.8,1749.23
2024-09-22T22:00:00,36.331818,138.15151,51.807,Alpine Mobile,36,2.5,0.762,2598.64
2024-09-22T22:03:00,36.335915,138.155674,54.638,Summit LTE,72,2.898,0.724,1664.41
2024-09-22T22:06:00,36.333577,138.150687,56.599,Summit LTE,36,3.299,0.686,1497.43
2024-09-22T22:09:00,36.332283,138.154277,55.63,UQ Mobile,36,3.703,0.647,2353.36
2024-09-22T22:12:00,36.336744,138.153369,57.977,UQ Mobile,72,4.11,0.609,1184.24
2024-09-22T22:15:00,36.336965,138.151215,58.688,UQ Mobile,90,4.52,0.57,2293.41
2024-09-22T22:18:00,36.331794,138.160746,59.189,UQ Mobile,72,4.932,0.53,1035.72
