time,lattitude,longtitude,connection_strength_data,provider,tower_id,tide_height_m,wave_noise_component,distance_to_coast_km
2024-06-02T18:45:00,33.936154,134.916179,64.723,KDDI Coastal,CST-113,-1.556,3.422,1.494
2024-06-02T18:50:00,33.92248,134.926004,63.041,KDDI Coastal,CST-114,-1.559,3.497,1.47
2024-06-02T18:55:00,33.918915,134.909085,64.55,KDDI Coastal,CST-115,-1.562,3.57,1.446
2024-06-02T19:00:00,33.927614,134.918735,64.846,Pacific Wave LTE,CST-116,-1.565,3.641,1.422
2024-06-02T19:05:00,33.929233,134.912219,65.022,UQ Mobile,CST-117,-1.568,3.709,1.398
2024-06-02T19:10:00,33.92363,134.910604,64.015,Pacific Wave LTE,CST-118,-1.571,3.774,1.373
2024-06-02T19:15:00,33.932311,134.912432,63.912,Pacific Wave LTE,CST-119,-1.573,3.837,1.349
2024-06-02T19:20:00,33.920014,134.921072,63.427,Pacific Wave LTE,CST-120,-1.576,3.897,1.325
2024-06-02T19:25:00,33.913799,134.906738,66.022,Pacific Wave LTE,CST-121,-1.578,3.955,1.301
2024-06-02T19:30:00,33.932135,134.918661,65.706,UQ Mobile,CST-122,-1.58,4.01,1.277
2024-06-02T19:35:00,33.917464,134.915431,66.352,Pacific Wave LTE,CST-123,-1.582,4.062,1.252
2024-06-02T19:40:00,33.92332,134.908897,66.143,UQ Mobile,CST-124,-1.584,4.111,1.228
2024-06-02T19:45:00,33.927605,134.91296,65.143,KDDI Coastal,CST-100,-1.586,4.157,1.204
2024-06-02T19:50:00,33.917388,134.907231,66.008,UQ Mobile,CST-101,-1.588,4.201,1.179
2024-06-02T19:55:00,33.920231,134.906341,63.962,UQ Mobile,CST-102,-1.59,4.242,1.155
2024-06-02T20:00:00,33.920836,134.921014,65.786,KDDI Coastal,CST-103,-1.591,4.28,1.13
2024-06-02T20:05:00,33.923276,134.905896,63.882,Pacific Wave LTE,CST-104,-1.593,4.315,1.106
2024-06-02T20:10:00,33.913826,134.906572,65.422,Pacific Wave LTE,CST-105,-1.594,4.347,1.081
2024-06-02T20:15:00,33.928929,134.917904,65.646,UQ Mobile,CST-106,-1.595,4.376,1.057
2024-06-02T20:20:00,33.921604,134.919198,65.968,UQ Mobile,CST-107,-1.596,4.402,1.032
2024-06-02T20:25:00,33.919858,134.903832,65.184,KDDI Coastal,CST-108,-1.597,4.425,1.008
2024-06-02T20:30:00,33.921743,134.910294,65.273,Pacific Wave LTE,CST-109,-1.598,4.445,0.983
2024-06-02T20:35:00,33.915171,134.898888,66.018,UQ Mobile,CST-110,-1.598,4.462,0.959
2024-06-02T20:40:00,33.913177,134.91458,66.5,UQ Mobile,CST-111,-1.599,4.475,0.934
2024-06-02T20:45:00,33.920371,134.901907,63.916,Pacific Wave LTE,CST-112,-1.599,4.486,0.909
2024-06-02T20:50:00,33.916976,134.901571,65.336,UQ Mobile,CST-113,-1.6,4.494,0.884
2024-06-02T20:55:00,33.926414,134.91568,64.903,UQ Mobile,CST-114,-1.6,4.498,0.86
2024-06-02T21:00:00,33.920969,134.902288,66.685,Pacific Wave LTE,CST-115,-1.6,4.5,0.835
2024-06-02T21:05:00,33.917467,134.911718,64.637,Pacific Wave LTE,CST-116,-1.6,4.498,0.81
2024-06-02T21:10:00,33.921938,134.908355,64.192,UQ Mobile,CST-117,-1.6,4.494,0.786
2024-06-02T21:15:00,33.909104,134.913335,66.4,KDDI Coastal,CST-118,-1.599,4.486,0.761
2024-06-02T21:20:00,33.913842,134.902854,66.099,Pacific Wave LTE,CST-119,-1.599,4.475,0.736
2024-06-02T21:25:00,33.90671,134.905777,64.241,UQ Mobile,CST-120,-1.598,4.462,0.711
2024-06-02T21:30:00,33.923555,134.905338,66.92,UQ Mobile,CST-121,-1.598,4.445,0.686
2024-06-02T21:35:00,33.920076,134.909707,66.306,KDDI Coastal,CST-122,-1.597,4.425,0.661
2024-06-02T21:40:00,33.917596,134.910235,65.846,KDDI Coastal,CST-123,-1.596,4.402,0.636
2024-06-02T21:45:00,33.918744,134.90836,64.068,KDDI Coastal,CST-124,-1.595,4.376,0.612
2024-06-02T21:50:00,33.907033,134.898991,66.87,KDDI Coastal,CST-100,-1.594,4.347,0.587
2024-06-02T21:55:00,33.905391,134.891235,64.688,KDDI Coastal,CST-101,-1.593,4.315,0.562
2024-06-02T22:00:00,33.909129,134.893802,66.088,KDDI Coastal,CST-102,-1.591,4.28,0.537
2024-06-02T22:05:00,33.910803,134.893244,64.898,UQ Mobile,CST-103,-1.59,4.242,0.512
2024-06-02T22:10:00,33.908183,134.897504,66.736,KDDI Coastal,CST-104,-1.588,4.201,0.487
2024-06-02T22:15:00,33.919001,134.89692,65.541,Pacific Wave LTE,CST-105,-1.586,4.157,0.462
2024-06-02T22:20:00,33.914339,134.896228,66.41,UQ Mobile,CST-106,-1.584,4.111,0.437
2024-06-02T22:25:00,33.906756,134.900615,64.607,Pacific Wave LTE,CST-107,-1.582,4.062,0.412
2024-06-02T22:30:00,33.912574,134.889627,65.114,Pacific Wave LTE,CST-108,-1.58,4.01,0.387
2024-06-02T22:35:00,33.911144,134.89328,64.937,Pacific Wave LTE,CST-109,-1.578,3.955,0.362
2024-06-02T22:40:00,33.908861,134.897044,65.464,UQ Mobile,CST-110,-1.576,3.897,0.337
2024-06-02T22:45:00,33.917971,134.904778,65.615,UQ Mobile,CST-111,-1.573,3.837,0.312
2024-06-02T22:50:00,33.910103,134.90284,66.143,UQ Mobile,CST-112,-1.571,3.774,0.287
2024-06-02T22:55:00,33.901432,134.90353,65.637,UQ Mobile,CST-113,-1.568,3.709,0.262
2024-06-02T23:00:00,33.903485,134.897146,63.65,Pacific Wave LTE,CST-114,-1.565,3.641,0.237
2024-06-02T23:05:00,33.915823,134.895346,63.927,KDDI Coastal,CST-115,-1.562,3.57,0.212
2024-06-02T23:10:00,33.899364,134.893823,64.989,KDDI Coastal,CST-116,-1.559,3.497,0.213
2024-06-02T23:15:00,33.907007,134.885991,63.514,Pacific Wave LTE,CST-117,-1.556,3.422,0.238
2024-06-02T23:20:00,33.899303,134.887826,64.937,UQ Mobile,CST-118,-1.552,3.344,0.263
2024-06-02T23:25:00,33.896352,134.895678,65.585,UQ Mobile,CST-119,-1.549,3.264,0.288
2024-06-02T23:30:00,33.904937,134.889249,63.193,Pacific Wave LTE,CST-120,-1.545,3.182,0.313
2024-06-02T23:35:00,33.910518,134.889284,64.497,KDDI Coastal,CST-121,-1.542,3.098,0.338
2024-06-02T23:40:00,33.909025,134.897314,65.444,Pacific Wave LTE,CST-122,-1.538,3.011,0.363
2024-06-02T23:45:00,33.908623,134.886111,62.899,UQ Mobile,CST-123,-1.534,2.923,0.388
2024-06-02T23:50:00,33.897265,134.883802,64.181,Pacific Wave LTE,CST-124,-1.53,2.832,0.413
2024-06-02T23:55:00,33.901411,134.882666,63.481,Pacific Wave LTE,CST-100,-1.526,2.739,0.438
2024-06-03T00:00:00,33.893746,134.881585,62.645,KDDI Coastal,CST-101,-1.522,2.645,0.463
2024-06-03T00:05:00,33.908332,134.881062,64.212,KDDI Coastal,CST-102,-1.517,2.549,0.488
2024-06-03T00:10:00,33.908949,134.87887,65.193,Pacific Wave LTE,CST-103,-1.513,2.451,0.513
2024-06-03T00:15:00,33.906989,134.895686,64.297,Pacific Wave LTE,CST-104,-1.508,2.351,0.538
2024-06-03T00:20:00,33.890254,134.897103,63.734,Pacific Wave LTE,CST-105,-1.504,2.25,0.562
2024-06-03T00:25:00,33.906638,134.890469,63.668,UQ Mobile,CST-106,-1.499,2.147,0.587
2024-06-03T00:30:00,33.901255,134.895415,64.307,UQ Mobile,CST-107,-1.494,2.043,0.612
2024-06-03T00:35:00,33.891857,134.895268,64.536,UQ Mobile,CST-108,-1.489,1.937,0.637
2024-06-03T00:40:00,33.893492,134.885897,61.769,UQ Mobile,CST-109,-1.483,1.83,0.662
2024-06-03T00:45:00,33.889705,134.883518,62.543,UQ Mobile,CST-110,-1.478,1.722,0.687
2024-06-03T00:50:00,33.890695,134.876387,62.068,Pacific Wave LTE,CST-111,-1.473,1.613,0.712
2024-06-03T00:55:00,33.893374,134.88849,61.907,Pacific Wave LTE,CST-112,-1.467,1.502,0.737
2024-06-03T01:00:00,33.899874,134.882629,61.29,KDDI Coastal,CST-113,-1.462,1.391,0.761
2024-06-03T01:05:00,33.903259,134.885967,63.402,KDDI Coastal,CST-114,-1.456,1.278,0.786
2024-06-03T01:10:00,33.89039,134.882832,63.932,Pacific Wave LTE,CST-115,-1.45,1.165,0.811
2024-06-03T01:15:00,33.896744,134.888801,63.634,UQ Mobile,CST-116,-1.444,1.051,0.836
2024-06-03T01:20:00,33.896005,134.883413,61.914,KDDI Coastal,CST-117,-1.438,0.936,0.86
2024-06-03T01:25:00,33.88583,134.872538,62.49,Pacific Wave LTE,CST-118,-1.432,0.82,0.885
2024-06-03T01:30:00,33.887733,134.884572,63.19,Pacific Wave LTE,CST-119,-1.426,0.704,0.91
2024-06-03T01:35:00,33.883615,134.888959,63.375,UQ Mobile,CST-120,-1.419,0.587,0.935
2024-06-03T01:40:00,33.88998,134.873366,61.719,Pacific Wave LTE,CST-121,-1.413,0.47,0.959
2024-06-03T01:45:00,33.899347,134.886283,62.185,Pacific Wave LTE,CST-122,-1.406,0.353,0.984
2024-06-03T01:50:00,33.883828,134.885063,62.057,Pacific Wave LTE,CST-123,-1.399,0.236,1.008
2024-06-03T01:55:00,33.891564,134.871728,62.054,KDDI Coastal,CST-124,-1.393,0.118,1.033
2024-06-03T02:00:00,33.8873,134.877305,62.033,Pacific Wave LTE,CST-100,-1.386,0.0,1.058
2024-06-03T02:05:00,33.882653,134.880312,60.375,KDDI Coastal,CST-101,-1.379,-0.118,1.082
2024-06-03T02:10:00,33.881092,134.873676,59.79,Pacific Wave LTE,CST-102,-1.371,-0.236,1.107
2024-06-03T02:15:00,33.879577,134.882709,60.047,Pacific Wave LTE,CST-103,-1.364,-0.353,1.131
2024-06-03T02:20:00,33.8895,134.883418,61.144,Pacific Wave LTE,CST-104,-1.357,-0.47,1.156
2024-06-03T02:25:00,33.879468,134.878153,59.694,KDDI Coastal,CST-105,-1.349,-0.587,1.18
2024-06-03T02:30:00,33.888213,134.876725,61.872,KDDI Coastal,CST-106,-1.342,-0.704,1.204
2024-06-03T02:35:00,33.893214,134.885474,61.817,Pacific Wave LTE,CST-107,-1.334,-0.82,1.229
2024-06-03T02:40:00,33.875961,134.880917,61.475,Pacific Wave LTE,CST-108,-1.326,-0.936,1.253
2024-06-03T02:45:00,33.882086,134.879764,59.066,Pacific Wave LTE,CST-109,-1.319,-1.051,1.277
2024-06-03T02:50:00,33.885838,134.8816,61.562,KDDI Coastal,CST-110,-1.311,-1.165,1.302
2024-06-03T02:55:00,33.882446,134.865945,60.833,KDDI Coastal,CST-111,-1.303,-1.278,1.326
2024-06-03T03:00:00,33.882386,134.865494,58.992,KDDI Coastal,CST-112,-1.294,-1.391,1.35
2024-06-03T03:05:00,33.874998,134.876699,60.166,KDDI Coastal,CST-113,-1.286,-1.502,1.374
2024-06-03T03:10:00,33.891628,134.866312,60.315,KDDI Coastal,CST-114,-1.278,-1.613,1.398
2024-06-03T03:15:00,33.888975,134.878773,60.554,Pacific Wave LTE,CST-115,-1.269,-1.722,1.422
2024-06-03T03:20:00,33.891521,134.867852,60.634,KDDI Coastal,CST-116,-1.261,-1.83,1.446
2024-06-03T03:25:00,33.888357,134.864112,58.718,Pacific Wave LTE,CST-117,-1.252,-1.937,1.47
2024-06-03T03:30:00,33.88549,134.870467,60.7,KDDI Coastal,CST-118,-1.243,-2.043,1.494
2024-06-03T03:35:00,33.879936,134.878087,58.076,KDDI Coastal,CST-119,-1.235,-2.147,1.518
2024-06-03T03:40:00,33.870187,134.866093,60.73,UQ Mobile,CST-120,-1.226,-2.25,1.542
2024-06-03T03:45:00,33.887106,134.873225,59.337,UQ Mobile,CST-121,-1.217,-2.351,1.566
2024-06-03T03:50:00,33.881912,134.876773,57.856,UQ Mobile,CST-122,-1.208,-2.451,1.59
2024-06-03T03:55:00,33.873494,134.869067,59.712,UQ Mobile,CST-123,-1.198,-2.549,1.613
2024-06-03T04:00:00,33.883919,134.86956,57.995,UQ Mobile,CST-124,-1.189,-2.645,1.637
2024-06-03T04:05:00,33.881662,134.874485,58.276,KDDI Coastal,CST-100,-1.18,-2.739,1.661
2024-06-03T04:10:00,33.884293,134.86822,59.297,KDDI Coastal,CST-101,-1.17,-2.832,1.684
2024-06-03T04:15:00,33.880211,134.861254,58.295,KDDI Coastal,CST-102,-1.161,-2.923,1.708
2024-06-03T04:20:00,33.874196,134.871998,58.116,KDDI Coastal,CST-103,-1.151,-3.011,1.732
2024-06-03T04:25:00,33.874663,134.876079,58.339,UQ Mobile,CST-104,-1.141,-3.098,1.755
2024-06-03T04:30:00,33.869319,134.863827,57.645,KDDI Coastal,CST-105,-1.131,-3.182,1.779
2024-06-03T04:35:00,33.865884,134.877556,58.647,UQ Mobile,CST-106,-1.121,-3.264,1.802
2024-06-03T04:40:00,33.869824,134.878618,56.79,Pacific Wave LTE,CST-107,-1.111,-3.344,1.825
2024-06-03T04:45:00,33.879682,134.873478,58.322,KDDI Coastal,CST-108,-1.101,-3.422,1.849
2024-06-03T04:50:00,33.879461,134.872715,57.364,UQ Mobile,CST-109,-1.091,-3.497,1.872
2024-06-03T04:55:00,33.874959,134.865327,59.076,Pacific Wave LTE,CST-110,-1.081,-3.57,1.895
2024-06-03T05:00:00,33.874782,134.874285,57.503,Pacific Wave LTE,CST-111,-1.071,-3.641,1.918
2024-06-03T05:05:00,33.867439,134.875182,57.652,UQ Mobile,CST-112,-1.06,-3.709,1.941
2024-06-03T05:10:00,33.869872,134.866907,58.312,Pacific Wave LTE,CST-113,-1.05,-3.774,1.964
2024-06-03T05:15:00,33.870442,134.872876,56.834,UQ Mobile,CST-114,-1.039,-3.837,1.987
2024-06-03T05:20:00,33.860842,134.875027,56.665,KDDI Coastal,CST-115,-1.028,-3.897,2.01
2024-06-03T05:25:00,33.872313,134.868181,57.622,Pacific Wave LTE,CST-116,-1.018,-3.955,2.033
2024-06-03T05:30:00,33.861672,134.856959,56.376,KDDI Coastal,CST-117,-1.007,-4.01,2.056
2024-06-03T05:35:00,33.869267,134.871319,58.534,UQ Mobile,CST-118,-0.996,-4.062,2.078
2024-06-03T05:40:00,33.866457,134.862123,57.222,KDDI Coastal,CST-119,-0.985,-4.111,2.101
2024-06-03T05:45:00,33.868727,134.859668,56.444,Pacific Wave LTE,CST-120,-0.974,-4.157,2.124
2024-06-03T05:50:00,33.874812,134.874743,58.985,UQ Mobile,CST-121,-0.963,-4.201,2.146
2024-06-03T05:55:00,33.863741,134.872227,57.992,Pacific Wave LTE,CST-122,-0.952,-4.242,2.169
2024-06-03T06:00:00,33.863386,134.862431,57.989,Pacific Wave LTE,CST-123,-0.94,-4.28,2.191
2024-06-03T06:05:00,33.861025,134.863676,58.865,Pacific Wave LTE,CST-124,-0.929,-4.315,2.214
2024-06-03T06:10:00,33.865221,134.858567,57.344,Pacific Wave LTE,CST-100,-0.918,-4.347,2.236
2024-06-03T06:15:00,33.855936,134.863679,57.306,Pacific Wave LTE,CST-101,-0.906,-4.376,2.258
2024-06-03T06:20:00,33.868427,134.859166,57.826,UQ Mobile,CST-102,-0.895,-4.402,2.281
2024-06-03T06:25:00,33.854663,134.863691,58.231,KDDI Coastal,CST-103,-0.883,-4.425,2.303
2024-06-03T06:30:00,33.856998,134.87009,56.996,Pacific Wave LTE,CST-104,-0.871,-4.445,2.325
2024-06-03T06:35:00,33.861935,134.867137,57.693,Pacific Wave LTE,CST-105,-0.86,-4.462,2.347
2024-06-03T06:40:00,33.853791,134.868424,57.392,UQ Mobile,CST-106,-0.848,-4.475,2.369
2024-06-03T06:45:00,33.861641,134.854353,57.031,Pacific Wave LTE,CST-107,-0.836,-4.486,2.391
2024-06-03T06:50:00,33.861584,134.859574,58.757,KDDI Coastal,CST-108,-0.824,-4.494,2.412
2024-06-03T06:55:00,33.860553,134.870346,58.586,UQ Mobile,CST-109,-0.812,-4.498,2.434
2024-06-03T07:00:00,33.863748,134.854015,58.887,UQ Mobile,CST-110,-0.8,-4.5,2.456
2024-06-03T07:05:00,33.859015,134.858048,57.333,KDDI Coastal,CST-111,-0.788,-4.498,2.477
2024-06-03T07:10:00,33.863856,134.865115,58.865,KDDI Coastal,CST-112,-0.776,-4.494,2.499
2024-06-03T07:15:00,33.84653,134.868455,57.923,UQ Mobile,CST-113,-0.763,-4.486,2.52
2024-06-03T07:20:00,33.846676,134.85255,58.721,Pacific Wave LTE,CST-114,-0.751,-4.475,2.542
2024-06-03T07:25:00,33.858729,134.856718,57.053,UQ Mobile,CST-115,-0.739,-4.462,2.563
2024-06-03T07:30:00,33.848027,134.869109,58.193,UQ Mobile,CST-116,-0.726,-4.445,2.584
2024-06-03T07:35:00,33.848524,134.857882,58.431,UQ Mobile,CST-117,-0.714,-4.425,2.605
2024-06-03T07:40:00,33.844974,134.852977,57.103,Pacific Wave LTE,CST-118,-0.701,-4.402,2.627
2024-06-03T07:45:00,33.853086,134.869026,58.549,Pacific Wave LTE,CST-119,-0.689,-4.376,2.648
2024-06-03T07:50:00,33.846219,134.850222,58.33,UQ Mobile,CST-120,-0.676,-4.347,2.668
2024-06-03T07:55:00,33.846838,134.868019,59.255,UQ Mobile,CST-121,-0.664,-4.315,2.689
2024-06-03T08:00:00,33.843094,134.850844,56.846,KDDI Coastal,CST-122,-0.651,-4.28,2.71
2024-06-03T08:05:00,33.840279,134.864131,56.95,KDDI Coastal,CST-123,-0.638,-4.242,2.731
2024-06-03T08:10:00,33.85722,134.857476,58.436,Pacific Wave LTE,CST-124,-0.625,-4.201,2.751
2024-06-03T08:15:00,33.855545,134.859367,58.051,UQ Mobile,CST-100,-0.612,-4.157,2.772
2024-06-03T08:20:00,33.842383,134.854511,57.102,UQ Mobile,CST-101,-0.599,-4.111,2.793
2024-06-03T08:25:00,33.845546,134.848274,59.258,Pacific Wave LTE,CST-102,-0.586,-4.062,2.813
2024-06-03T08:30:00,33.845421,134.860859,57.085,UQ Mobile,CST-103,-0.573,-4.01,2.833
2024-06-03T08:35:00,33.846592,134.857768,58.777,UQ Mobile,CST-104,-0.56,-3.955,2.853
2024-06-03T08:40:00,33.835568,134.854145,58.613,KDDI Coastal,CST-105,-0.547,-3.897,2.874
2024-06-03T08:45:00,33.84029,134.851334,58.307,UQ Mobile,CST-106,-0.534,-3.837,2.894
2024-06-03T08:50:00,33.853369,134.850526,59.259,Pacific Wave LTE,CST-107,-0.521,-3.774,2.914
2024-06-03T08:55:00,33.841575,134.85573,58.21,KDDI Coastal,CST-108,-0.508,-3.709,2.934
2024-06-03T09:00:00,33.846229,134.85195,59.653,UQ Mobile,CST-109,-0.494,-3.641,2.953
2024-06-03T09:05:00,33.83617,134.852283,58.425,KDDI Coastal,CST-110,-0.481,-3.57,2.973
2024-06-03T09:10:00,33.848648,134.846934,58.694,Pacific Wave LTE,CST-111,-0.468,-3.497,2.993
2024-06-03T09:15:00,33.83136,134.84998,59.457,UQ Mobile,CST-112,-0.454,-3.422,3.012
2024-06-03T09:20:00,33.845504,134.864895,60.152,Pacific Wave LTE,CST-113,-0.441,-3.344,3.032
2024-06-03T09:25:00,33.841637,134.850949,60.324,KDDI Coastal,CST-114,-0.428,-3.264,3.051
2024-06-03T09:30:00,33.842726,134.847856,60.603,UQ Mobile,CST-115,-0.414,-3.182,3.07
2024-06-03T09:35:00,33.840739,134.846627,58.124,KDDI Coastal,CST-116,-0.401,-3.098,3.09
2024-06-03T09:40:00,33.846225,134.85899,59.754,KDDI Coastal,CST-117,-0.387,-3.011,3.109
2024-06-03T09:45:00,33.847272,134.846512,59.207,KDDI Coastal,CST-118,-0.374,-2.923,3.128
2024-06-03T09:50:00,33.834804,134.851055,58.882,UQ Mobile,CST-119,-0.36,-2.832,3.147
2024-06-03T09:55:00,33.827274,134.855823,59.946,KDDI Coastal,CST-120,-0.346,-2.739,3.166
2024-06-03T10:00:00,33.840921,134.844542,59.938,Pacific Wave LTE,CST-121,-0.333,-2.645,3.184
2024-06-03T10:05:00,33.825696,134.858705,60.58,KDDI Coastal,CST-122,-0.319,-2.549,3.203
2024-06-03T10:10:00,33.832896,134.862654,60.416,Pacific Wave LTE,CST-123,-0.305,-2.451,3.222
2024-06-03T10:15:00,33.837898,134.847019,60.357,UQ Mobile,CST-124,-0.292,-2.351,3.24
2024-06-03T10:20:00,33.834443,134.847468,59.436,UQ Mobile,CST-100,-0.278,-2.25,3.258
2024-06-03T10:25:00,33.839893,134.861516,59.549,UQ Mobile,CST-101,-0.264,-2.147,3.277
2024-06-03T10:30:00,33.83239,134.849333,60.61,Pacific Wave LTE,CST-102,-0.25,-2.043,3.295
2024-06-03T10:35:00,33.831342,134.857373,61.53,Pacific Wave LTE,CST-103,-0.236,-1.937,3.313
2024-06-03T10:40:00,33.826336,134.856079,60.459,Pacific Wave LTE,CST-104,-0.223,-1.83,3.331
2024-06-03T10:45:00,33.82617,134.860576,62.19,Pacific Wave LTE,CST-105,-0.209,-1.722,3.349
2024-06-03T10:50:00,33.83282,134.85014,61.179,Pacific Wave LTE,CST-106,-0.195,-1.613,3.367
2024-06-03T10:55:00,33.824106,134.860561,61.0,KDDI Coastal,CST-107,-0.181,-1.502,3.384
2024-06-03T11:00:00,33.825742,134.85225,60.719,KDDI Coastal,CST-108,-0.167,-1.391,3.402
2024-06-03T11:05:00,33.823599,134.852467,61.552,UQ Mobile,CST-109,-0.153,-1.278,3.42
2024-06-03T11:10:00,33.83068,134.845709,62.945,KDDI Coastal,CST-110,-0.139,-1.165,3.437
2024-06-03T11:15:00,33.828181,134.855419,62.603,KDDI Coastal,CST-111,-0.126,-1.051,3.454
2024-06-03T11:20:00,33.821768,134.847503,63.241,Pacific Wave LTE,CST-112,-0.112,-0.936,3.472
2024-06-03T11:25:00,33.818046,134.849484,62.296,KDDI Coastal,CST-113,-0.098,-0.82,3.489
2024-06-03T11:30:00,33.821413,134.857113,61.917,KDDI Coastal,CST-114,-0.084,-0.704,3.506
2024-06-03T11:35:00,33.825408,134.850229,61.55,UQ Mobile,CST-115,-0.07,-0.587,3.523
2024-06-03T11:40:00,33.820405,134.856251,64.261,Pacific Wave LTE,CST-116,-0.056,-0.47,3.539
2024-06-03T11:45:00,33.830302,134.856202,62.825,Pacific Wave LTE,CST-117,-0.042,-0.353,3.556
2024-06-03T11:50:00,33.812503,134.854168,63.056,KDDI Coastal,CST-118,-0.028,-0.236,3.573
2024-06-03T11:55:00,33.828577,134.850399,64.632,UQ Mobile,CST-119,-0.014,-0.118,3.589
2024-06-03T12:00:00,33.81479,134.847408,63.524,Pacific Wave LTE,CST-120,0.0,0.0,3.606
2024-06-03T12:05:00,33.821076,134.848113,62.433,UQ Mobile,CST-121,0.014,0.118,3.622
2024-06-03T12:10:00,33.827622,134.857411,63.627,KDDI Coastal,CST-122,0.028,0.236,3.638
2024-06-03T12:15:00,33.812019,134.856959,63.944,Pacific Wave LTE,CST-123,0.042,0.353,3.654
2024-06-03T12:20:00,33.819775,134.852457,62.456,Pacific Wave LTE,CST-124,0.056,0.47,3.67
2024-06-03T12:25:00,33.812005,134.859987,65.194,Pacific Wave LTE,CST-100,0.07,0.587,3.686
2024-06-03T12:30:00,33.812078,134.843702,62.808,UQ Mobile,CST-101,0.084,0.704,3.702
2024-06-03T12:35:00,33.810977,134.852465,64.215,Pacific Wave LTE,CST-102,0.098,0.82,3.717
2024-06-03T12:40:00,33.826115,134.858331,64.076,KDDI Coastal,CST-103,0.112,0.936,3.733
2024-06-03T12:45:00,33.817203,134.851188,64.178,UQ Mobile,CST-104,0.126,1.051,3.748
2024-06-03T12:50:00,33.821369,134.858535,64.346,KDDI Coastal,CST-105,0.139,1.165,3.764
2024-06-03T12:55:00,33.815742,134.841455,63.506,UQ Mobile,CST-106,0.153,1.278,3.779
2024-06-03T13:00:00,33.810866,134.858719,63.573,UQ Mobile,CST-107,0.167,1.391,3.794
2024-06-03T13:05:00,33.808171,134.851751,65.266,Pacific Wave LTE,CST-108,0.181,1.502,3.809
2024-06-03T13:10:00,33.803206,134.856999,65.864,Pacific Wave LTE,CST-109,0.195,1.613,3.824
2024-06-03T13:15:00,33.811471,134.841922,65.491,Pacific Wave LTE,CST-110,0.209,1.722,3.839
2024-06-03T13:20:00,33.804229,134.847946,66.468,Pacific Wave LTE,CST-111,0.223,1.83,3.853
2024-06-03T13:25:00,33.800778,134.842562,65.077,UQ Mobile,CST-112,0.236,1.937,3.868
2024-06-03T13:30:00,33.803769,134.842177,66.249,UQ Mobile,CST-113,0.25,2.043,3.882
2024-06-03T13:35:00,33.814222,134.852963,65.839,Pacific Wave LTE,CST-114,0.264,2.147,3.897
2024-06-03T13:40:00,33.802043,134.846666,66.805,Pacific Wave LTE,CST-115,0.278,2.25,3.911
2024-06-03T13:45:00,33.802571,134.857233,66.463,KDDI Coastal,CST-116,0.292,2.351,3.925
2024-06-03T13:50:00,33.800907,134.855,65.082,UQ Mobile,CST-117,0.305,2.451,3.939
2024-06-03T13:55:00,33.811122,134.854823,67.398,KDDI Coastal,CST-118,0.319,2.549,3.953
2024-06-03T14:00:00,33.800129,134.843519,67.208,UQ Mobile,CST-119,0.333,2.645,3.966
2024-06-03T14:05:00,33.814741,134.858334,66.588,Pacific Wave LTE,CST-120,0.346,2.739,3.98
2024-06-03T14:10:00,33.811104,134.85806,67.884,KDDI Coastal,CST-121,0.36,2.832,3.994
2024-06-03T14:15:00,33.812921,134.841687,66.824,UQ Mobile,CST-122,0.374,2.923,4.007
2024-06-03T14:20:00,33.798235,134.851991,65.736,KDDI Coastal,CST-123,0.387,3.011,4.02
2024-06-03T14:25:00,33.802314,134.859025,67.905,Pacific Wave LTE,CST-124,0.401,3.098,4.033
2024-06-03T14:30:00,33.808771,134.848125,68.314,UQ Mobile,CST-100,0.414,3.182,4.046
2024-06-03T14:35:00,33.801496,134.840148,68.128,UQ Mobile,CST-101,0.428,3.264,4.059
2024-06-03T14:40:00,33.800459,134.847477,66.763,Pacific Wave LTE,CST-102,0.441,3.344,4.072
2024-06-03T14:45:00,33.80543,134.856347,67.775,UQ Mobile,CST-103,0.454,3.422,4.085
2024-06-03T14:50:00,33.804976,134.840865,66.394,Pacific Wave LTE,CST-104,0.468,3.497,4.097
2024-06-03T14:55:00,33.791402,134.853546,67.2,UQ Mobile,CST-105,0.481,3.57,4.11
2024-06-03T15:00:00,33.801174,134.855036,68.153,Pacific Wave LTE,CST-106,0.494,3.641,4.122
2024-06-03T15:05:00,33.795591,134.848438,68.711,UQ Mobile,CST-107,0.508,3.709,4.134
2024-06-03T15:10:00,33.798019,134.853096,67.355,KDDI Coastal,CST-108,0.521,3.774,4.146
2024-06-03T15:15:00,33.790062,134.846417,67.703,KDDI Coastal,CST-109,0.534,3.837,4.158
2024-06-03T15:20:00,33.791344,134.841752,67.831,KDDI Coastal,CST-110,0.547,3.897,4.17
2024-06-03T15:25:00,33.803075,134.849658,67.557,KDDI Coastal,CST-111,0.56,3.955,4.182
2024-06-03T15:30:00,33.797061,134.851656,67.445,UQ Mobile,CST-112,0.573,4.01,4.193
2024-06-03T15:35:00,33.801564,134.840205,69.3,UQ Mobile,CST-113,0.586,4.062,4.205
2024-06-03T15:40:00,33.801591,134.846191,68.314,Pacific Wave LTE,CST-114,0.599,4.111,4.216
2024-06-03T15:45:00,33.789523,134.845358,68.321,KDDI Coastal,CST-115,0.612,4.157,4.227
2024-06-03T15:50:00,33.790515,134.840563,70.087,KDDI Coastal,CST-116,0.625,4.201,4.239
2024-06-03T15:55:00,33.789175,134.844182,67.309,Pacific Wave LTE,CST-117,0.638,4.242,4.25
