time,lattitude,longtitude,connection_strength_data,provider,surface_temp_c,inversion_layer_strength,dust_index,thermal_updraft_mps
2024-05-10T13:55:00,24.265709,54.746306,83.55,DesertBeam,42.203,0.48996,1.099,3.705
2024-05-10T13:56:00,24.268767,54.777911,83.538,Oasis Wireless,41.631,0.49064,1.144,3.818
2024-05-10T13:57:00,24.266745,54.767794,84.716,DesertBeam,41.062,0.49129,0.821,3.695
2024-05-10T13:58:00,24.266878,54.768026,84.237,DesertBeam,42.313,0.49192,0.988,3.828
2024-05-10T13:59:00,24.288417,54.763764,84.294,DesertBeam,40.766,0.49252,1.005,3.907
2024-05-10T14:00:00,24.289585,54.764318,84.376,UQ Mobile,41.157,0.4931,1.0,3.935
2024-05-10T14:01:00,24.286659,54.772726,84.629,DesertBeam,41.486,0.49366,0.951,3.96
2024-05-10T14:02:00,24.273376,54.771289,83.662,UQ Mobile,41.048,0.4942,1.168,3.852
2024-05-10T14:03:00,24.294935,54.761625,84.464,UQ Mobile,40.937,0.49471,0.95,3.775
2024-05-10T14:04:00,24.284003,54.742949,85.062,UQ Mobile,41.174,0.4952,0.846,3.904
2024-05-10T14:05:00,24.278451,54.755471,84.654,DesertBeam,41.851,0.49567,0.993,4.034
2024-05-10T14:06:00,24.270684,54.758659,84.045,DesertBeam,40.825,0.49611,1.056,3.721
2024-05-10T14:07:00,24.281675,54.76137,84.608,UQ Mobile,40.768,0.49653,1.017,4.04
2024-05-10T14:08:00,24.282715,54.773474,85.236,DesertBeam,40.592,0.49692,0.827,3.916
2024-05-10T14:09:00,24.270703,54.758466,83.577,DesertBeam,41.294,0.49729,1.205,3.777
2024-05-10T14:10:00,24.290754,54.75275,83.977,DesertBeam,40.924,0.49764,1.123,3.822
2024-05-10T14:11:00,24.28687,54.741448,84.222,DesertBeam,41.335,0.49797,1.08,3.868
2024-05-10T14:12:00,24.273276,54.778927,84.163,Oasis Wireless,40.469,0.49827,1.124,3.956
2024-05-10T14:13:00,24.293366,54.772335,84.022,DesertBeam,40.872,0.49854,1.093,3.722
2024-05-10T14:14:00,24.298491,54.75961,84.284,UQ Mobile,40.675,0.4988,1.093,3.929
2024-05-10T14:15:00,24.268312,54.7639,84.632,UQ Mobile,40.66,0.49902,0.975,3.819
2024-05-10T14:16:00,24.287892,54.773148,83.759,UQ Mobile,41.961,0.49923,1.19,3.798
2024-05-10T14:17:00,24.263643,54.778865,85.428,Oasis Wireless,41.17,0.49941,0.747,3.704
2024-05-10T14:18:00,24.28276,54.76485,84.295,DesertBeam,40.862,0.49957,1.07,3.831
2024-05-10T14:19:00,24.283899,54.767874,82.386,UQ Mobile,40.509,0.4997,1.521,3.739
2024-05-10T14:20:00,24.267456,54.740777,84.471,Oasis Wireless,41.588,0.49981,0.98,3.666
2024-05-10T14:21:00,24.262078,54.776378,84.042,Oasis Wireless,40.272,0.49989,1.098,3.699
2024-05-10T14:22:00,24.271499,54.756057,85.434,UQ Mobile,41.561,0.49995,0.842,4.004
2024-05-10T14:23:00,24.290477,54.774938,84.884,UQ Mobile,40.779,0.49999,0.987,4.029
2024-05-10T14:24:00,24.273076,54.741506,85.284,Oasis Wireless,41.35,0.5,0.85,3.903
2024-05-10T14:25:00,24.266487,54.7766,84.554,DesertBeam,40.775,0.49999,1.054,3.975
2024-05-10T14:26:00,24.278161,54.769244,83.549,Oasis Wireless,41.485,0.49995,1.213,3.669
2024-05-10T14:27:00,24.267599,54.773239,84.548,Oasis Wireless,40.909,0.49989,0.993,3.772
2024-05-10T14:28:00,24.283448,54.758202,85.411,Oasis Wireless,40.641,0.49981,0.803,3.862
2024-05-10T14:29:00,24.261898,54.740394,84.757,DesertBeam,41.287,0.4997,1.01,4.009
2024-05-10T14:30:00,24.28087,54.76071,84.128,Oasis Wireless,41.165,0.49957,1.16,3.992
2024-05-10T14:31:00,24.290993,54.748579,84.313,UQ Mobile,41.748,0.49941,1.117,4.01
2024-05-10T14:32:00,24.267757,54.744512,84.088,DesertBeam,40.542,0.49923,1.103,3.784
2024-05-10T14:33:00,24.269757,54.750748,84.342,UQ Mobile,41.553,0.49902,1.066,3.88
2024-05-10T14:34:00,24.28568,54.768955,84.645,Oasis Wireless,41.75,0.4988,0.913,3.63
2024-05-10T14:35:00,24.292237,54.740834,84.923,DesertBeam,41.881,0.49854,0.894,3.811
2024-05-10T14:36:00,24.26945,54.75409,84.107,Oasis Wireless,40.593,0.49827,1.077,3.752
2024-05-10T14:37:00,24.291077,54.77365,84.318,UQ Mobile,42.009,0.49797,1.026,3.771
2024-05-10T14:38:00,24.272941,54.771973,84.213,DesertBeam,41.067,0.49764,1.099,3.94
2024-05-10T14:39:00,24.288693,54.755855,84.477,UQ Mobile,41.071,0.49729,0.97,3.743
2024-05-10T14:40:00,24.275066,54.77987,83.491,UQ Mobile,40.33,0.49692,1.196,3.69
2024-05-10T14:41:00,24.286569,54.740247,84.328,Oasis Wireless,41.856,0.49653,1.022,3.824
2024-05-10T14:42:00,24.267483,54.763739,83.704,UQ Mobile,40.63,0.49611,1.119,3.644
2024-05-10T14:43:00,24.26859,54.748756,85.113,UQ Mobile,41.541,0.49567,0.802,3.78
2024-05-10T14:44:00,24.265559,54.756689,83.192,UQ Mobile,41.753,0.4952,1.272,3.767
2024-05-10T14:45:00,24.260434,54.774187,84.954,DesertBeam,40.524,0.49471,0.797,3.672
2024-05-10T14:46:00,24.293154,54.766196,83.813,Oasis Wireless,40.151,0.4942,1.074,3.667
2024-05-10T14:47:00,24.280988,54.765569,84.468,Oasis Wireless,39.974,0.49366,0.903,3.665
2024-05-10T14:48:00,24.261905,54.747312,84.061,DesertBeam,40.653,0.4931,0.993,3.647
2024-05-10T14:49:00,24.285862,54.755002,84.018,DesertBeam,40.399,0.49252,0.976,3.579
2024-05-10T14:50:00,24.271167,54.761619,84.636,DesertBeam,40.99,0.49192,0.894,3.847
2024-05-10T14:51:00,24.267373,54.757786,83.965,DesertBeam,41.549,0.49129,0.974,3.579
2024-05-10T14:52:00,24.260442,54.767227,84.28,Oasis Wireless,40.996,0.49064,0.931,3.726
2024-05-10T14:53:00,24.273397,54.742318,84.575,Oasis Wireless,40.343,0.48996,0.883,3.841
2024-05-10T14:54:00,24.285998,54.776442,83.661,UQ Mobile,40.372,0.48927,1.099,3.828
2024-05-10T14:55:00,24.271153,54.76973,82.925,Oasis Wireless,41.371,0.48855,1.207,3.605
2024-05-10T14:56:00,24.282303,54.761605,82.751,DesertBeam,41.739,0.48781,1.336,3.921
2024-05-10T14:57:00,24.297249,54.747101,84.505,UQ Mobile,40.43,0.48704,0.878,3.889
2024-05-10T14:58:00,24.276698,54.779912,83.445,UQ Mobile,40.83,0.48626,1.094,3.757
2024-05-10T14:59:00,24.288569,54.76487,84.203,Oasis Wireless,41.299,0.48545,0.872,3.683
2024-05-10T15:00:00,24.283788,54.755501,83.202,UQ Mobile,39.971,0.48462,1.123,3.718
2024-05-10T15:01:00,24.260286,54.772713,84.082,Oasis Wireless,41.551,0.48376,0.849,3.576
2024-05-10T15:02:00,24.262905,54.761771,83.908,DesertBeam,41.085,0.48289,0.924,3.715
2024-05-10T15:03:00,24.298801,54.745627,83.655,UQ Mobile,40.732,0.48199,0.925,3.546
2024-05-10T15:04:00,24.286515,54.740525,84.964,UQ Mobile,41.174,0.48108,0.589,3.554
2024-05-10T15:05:00,24.299353,54.760394,83.344,UQ Mobile,40.542,0.48014,0.99,3.582
2024-05-10T15:06:00,24.279511,54.775306,82.558,UQ Mobile,39.744,0.47918,1.204,3.68
2024-05-10T15:07:00,24.29684,54.777031,83.655,DesertBeam,40.54,0.4782,0.982,3.894
2024-05-10T15:08:00,24.289155,54.768113,83.239,Oasis Wireless,41.513,0.4772,1.046,3.802
2024-05-10T15:09:00,24.29445,54.752858,83.315,DesertBeam,41.355,0.47617,0.969,3.653
2024-05-10T15:10:00,24.277896,54.756714,83.015,UQ Mobile,40.465,0.47513,1.098,3.874
2024-05-10T15:11:00,24.279956,54.740942,84.198,Oasis Wireless,40.562,0.47406,0.725,3.663
2024-05-10T15:12:00,24.287114,54.750087,83.014,DesertBeam,41.091,0.47298,0.981,3.574
2024-05-10T15:13:00,24.281815,54.758112,81.668,DesertBeam,39.765,0.47187,1.317,3.619
2024-05-10T15:14:00,24.27938,54.744945,82.07,UQ Mobile,40.414,0.47075,1.177,3.534
2024-05-10T15:15:00,24.29083,54.747969,83.797,Oasis Wireless,39.671,0.4696,0.779,3.694
2024-05-10T15:16:00,24.271432,54.758821,82.668,DesertBeam,39.943,0.46844,0.992,3.512
2024-05-10T15:17:00,24.297089,54.777705,82.549,DesertBeam,39.704,0.46726,1.103,3.833
2024-05-10T15:18:00,24.28409,54.756339,82.64,Oasis Wireless,40.788,0.46605,1.071,3.849
2024-05-10T15:19:00,24.287474,54.771226,81.924,Oasis Wireless,41.086,0.46483,1.137,3.525
2024-05-10T15:20:00,24.260764,54.770136,82.677,DesertBeam,40.008,0.46359,0.943,3.559
2024-05-10T15:21:00,24.286744,54.746594,82.382,DesertBeam,39.801,0.46232,0.985,3.506
2024-05-10T15:22:00,24.274719,54.776687,83.429,UQ Mobile,41.0,0.46104,0.794,3.795
2024-05-10T15:23:00,24.280633,54.778541,82.463,DesertBeam,39.704,0.45974,0.97,3.629
2024-05-10T15:24:00,24.265523,54.758697,82.213,DesertBeam,41.188,0.45843,1.017,3.632
2024-05-10T15:25:00,24.268532,54.762237,82.864,DesertBeam,40.293,0.45709,0.895,3.824
2024-05-10T15:26:00,24.294674,54.749721,82.514,Oasis Wireless,41.275,0.45574,0.922,3.679
2024-05-10T15:27:00,24.271364,54.778533,82.467,UQ Mobile,40.741,0.45437,0.884,3.57
2024-05-10T15:28:00,24.293536,54.77396,81.856,UQ Mobile,40.728,0.45298,1.014,3.552
2024-05-10T15:29:00,24.267153,54.763226,81.811,DesertBeam,40.732,0.45157,1.007,3.551
2024-05-10T15:30:00,24.271058,54.768584,82.826,UQ Mobile,39.792,0.45015,0.72,3.499
2024-05-10T15:31:00,24.293213,54.749379,81.912,DesertBeam,40.726,0.44871,0.931,3.501
2024-05-10T15:32:00,24.291424,54.771483,82.135,Oasis Wireless,39.41,0.44725,0.868,3.538
2024-05-10T15:33:00,24.26485,54.770987,82.125,Oasis Wireless,39.916,0.44577,0.851,3.534
2024-05-10T15:34:00,24.295764,54.75102,81.064,DesertBeam,40.195,0.44428,1.112,3.582
2024-05-10T15:35:00,24.276427,54.7736,81.31,DesertBeam,39.321,0.44277,1.044,3.624
2024-05-10T15:36:00,24.265586,54.748281,82.026,DesertBeam,40.416,0.44125,0.843,3.613
2024-05-10T15:37:00,24.289294,54.747638,80.293,UQ Mobile,40.261,0.43971,1.287,3.715
2024-05-10T15:38:00,24.291104,54.741503,80.639,UQ Mobile,39.802,0.43815,1.107,3.465
2024-05-10T15:39:00,24.272678,54.763722,80.861,UQ Mobile,39.238,0.43658,1.053,3.536
2024-05-10T15:40:00,24.263586,54.779362,81.025,Oasis Wireless,40.452,0.43499,1.067,3.787
2024-05-10T15:41:00,24.289562,54.765539,80.895,Oasis Wireless,40.521,0.43339,1.023,3.597
2024-05-10T15:42:00,24.282371,54.748703,81.044,UQ Mobile,40.68,0.43178,1.02,3.78
2024-05-10T15:43:00,24.295354,54.765511,79.766,DesertBeam,40.503,0.43014,1.206,3.403
2024-05-10T15:44:00,24.271733,54.767883,81.814,Oasis Wireless,39.811,0.4285,0.769,3.719
2024-05-10T15:45:00,24.272614,54.771197,81.219,Oasis Wireless,40.572,0.42684,0.899,3.727
2024-05-10T15:46:00,24.286936,54.740982,80.892,DesertBeam,40.346,0.42516,0.96,3.729
2024-05-10T15:47:00,24.27762,54.757729,81.248,Oasis Wireless,39.454,0.42348,0.812,3.601
2024-05-10T15:48:00,24.278303,54.762141,79.596,DesertBeam,40.233,0.42177,1.184,3.537
2024-05-10T15:49:00,24.26608,54.755911,79.357,DesertBeam,39.779,0.42006,1.227,3.551
2024-05-10T15:50:00,24.286433,54.750578,80.461,Oasis Wireless,39.387,0.41833,0.945,3.603
2024-05-10T15:51:00,24.275454,54.75749,79.87,UQ Mobile,40.448,0.41659,1.029,3.463
2024-05-10T15:52:00,24.284137,54.766998,79.825,UQ Mobile,40.754,0.41483,1.054,3.583
2024-05-10T15:53:00,24.296142,54.750663,79.424,DesertBeam,39.365,0.41307,1.073,3.386
2024-05-10T15:54:00,24.282387,54.742286,80.31,Oasis Wireless,39.53,0.41129,0.925,3.705
2024-05-10T15:55:00,24.267042,54.761593,79.462,UQ Mobile,40.373,0.4095,1.082,3.596
2024-05-10T15:56:00,24.264451,54.76145,79.525,DesertBeam,39.127,0.40769,1.053,3.627
2024-05-10T15:57:00,24.296151,54.763195,78.725,DesertBeam,40.662,0.40588,1.227,3.616
2024-05-10T15:58:00,24.297787,54.767235,78.989,UQ Mobile,39.507,0.40405,1.101,3.492
2024-05-10T15:59:00,24.272384,54.747052,79.815,Oasis Wireless,40.699,0.40222,0.904,3.6
2024-05-10T16:00:00,24.292443,54.778843,78.555,UQ Mobile,40.574,0.40037,1.143,3.424
2024-05-10T16:01:00,24.296153,54.769913,80.366,UQ Mobile,40.483,0.39851,0.754,3.715
2024-05-10T16:02:00,24.286998,54.775823,79.045,UQ Mobile,40.521,0.39664,1.002,3.519
2024-05-10T16:03:00,24.279252,54.767438,78.342,UQ Mobile,40.485,0.39476,1.136,3.455
2024-05-10T16:04:00,24.287262,54.75353,78.684,UQ Mobile,39.643,0.39287,1.017,3.423
2024-05-10T16:05:00,24.297795,54.75377,79.79,UQ Mobile,39.139,0.39097,0.783,3.643
2024-05-10T16:06:00,24.278129,54.745162,77.425,UQ Mobile,38.952,0.38906,1.295,3.459
2024-05-10T16:07:00,24.2766,54.771329,78.337,UQ Mobile,38.859,0.38714,1.079,3.581
2024-05-10T16:08:00,24.267681,54.77999,77.464,UQ Mobile,40.608,0.38522,1.304,3.681
2024-05-10T16:09:00,24.289119,54.756692,78.849,DesertBeam,39.895,0.38328,0.875,3.489
2024-05-10T16:10:00,24.275775,54.748863,77.98,Oasis Wireless,38.887,0.38134,1.129,3.689
2024-05-10T16:11:00,24.27119,54.773797,78.326,Oasis Wireless,38.769,0.37938,0.908,3.325
2024-05-10T16:12:00,24.289443,54.769304,78.673,DesertBeam,39.922,0.37742,0.815,3.386
2024-05-10T16:13:00,24.29734,54.777677,78.144,DesertBeam,39.857,0.37545,0.974,3.556
2024-05-10T16:14:00,24.275961,54.769937,77.89,Oasis Wireless,40.345,0.37347,0.952,3.353
2024-05-10T16:15:00,24.29666,54.748086,77.638,UQ Mobile,39.781,0.37149,1.038,3.512
2024-05-10T16:16:00,24.265053,54.763758,78.066,UQ Mobile,38.718,0.3695,0.837,3.283
2024-05-10T16:17:00,24.296877,54.762938,77.807,UQ Mobile,38.602,0.3675,0.965,3.578
2024-05-10T16:18:00,24.2809,54.766984,76.633,Oasis Wireless,39.999,0.36549,1.163,3.341
2024-05-10T16:19:00,24.263631,54.767237,76.942,UQ Mobile,39.699,0.36348,1.054,3.32
2024-05-10T16:20:00,24.272686,54.759456,77.031,Oasis Wireless,40.115,0.36146,1.0,3.299
2024-05-10T16:21:00,24.266573,54.766709,76.266,DesertBeam,38.737,0.35943,1.25,3.578
2024-05-10T16:22:00,24.298894,54.757871,76.532,UQ Mobile,39.998,0.3574,1.103,3.396
2024-05-10T16:23:00,24.295091,54.741984,76.555,UQ Mobile,38.945,0.35537,1.03,3.254
2024-05-10T16:24:00,24.285144,54.778964,76.275,Oasis Wireless,38.507,0.35332,1.119,3.405
2024-05-10T16:25:00,24.29488,54.746192,74.801,UQ Mobile,40.044,0.35128,1.459,3.393
2024-05-10T16:26:00,24.284011,54.773308,75.728,UQ Mobile,39.859,0.34922,1.201,3.391
2024-05-10T16:27:00,24.275329,54.744335,76.768,Oasis Wireless,38.384,0.34717,0.916,3.395
2024-05-10T16:28:00,24.267321,54.741462,76.574,UQ Mobile,38.482,0.34511,0.897,3.254
2024-05-10T16:29:00,24.286726,54.746051,76.101,UQ Mobile,39.593,0.34304,1.057,3.481
2024-05-10T16:30:00,24.28246,54.766956,75.564,Oasis Wireless,39.406,0.34097,1.167,3.487
2024-05-10T16:31:00,24.273501,54.745587,74.663,DesertBeam,40.153,0.3389,1.312,3.306
2024-05-10T16:32:00,24.293306,54.745192,76.611,Oasis Wireless,39.647,0.33682,0.783,3.251
2024-05-10T16:33:00,24.288797,54.764608,75.738,UQ Mobile,40.053,0.33474,1.064,3.548
2024-05-10T16:34:00,24.297636,54.777543,74.575,UQ Mobile,39.9,0.33265,1.243,3.262
2024-05-10T16:35:00,24.296562,54.765295,75.458,UQ Mobile,38.657,0.33057,1.034,3.387
2024-05-10T16:36:00,24.283274,54.745004,74.963,DesertBeam,39.035,0.32848,1.129,3.38
2024-05-10T16:37:00,24.271633,54.77539,75.208,Oasis Wireless,40.071,0.32639,1.014,3.287
2024-05-10T16:38:00,24.272897,54.778262,74.898,UQ Mobile,39.589,0.32429,1.06,3.27
2024-05-10T16:39:00,24.260089,54.763603,74.63,DesertBeam,40.007,0.32219,1.154,3.446
2024-05-10T16:40:00,24.278193,54.773788,74.493,UQ Mobile,39.551,0.3201,1.131,3.342
2024-05-10T16:41:00,24.271781,54.775764,75.398,DesertBeam,38.416,0.318,0.872,3.322
2024-05-10T16:42:00,24.294016,54.741136,73.749,Oasis Wireless,38.533,0.31589,1.29,3.43
2024-05-10T16:43:00,24.296327,54.772481,74.035,Oasis Wireless,39.218,0.31379,1.168,3.347
2024-05-10T16:44:00,24.260945,54.756685,74.322,UQ Mobile,38.843,0.31169,1.025,3.197
2024-05-10T16:45:00,24.285315,54.760997,73.829,UQ Mobile,39.322,0.30958,1.199,3.455
2024-05-10T16:46:00,24.263304,54.771312,73.909,UQ Mobile,38.529,0.30748,1.156,3.467
2024-05-10T16:47:00,24.293574,54.751259,74.577,DesertBeam,38.911,0.30537,0.976,3.511
2024-05-10T16:48:00,24.274841,54.758307,73.533,UQ Mobile,38.993,0.30327,1.21,3.508
2024-05-10T16:49:00,24.263702,54.74243,74.406,Oasis Wireless,38.531,0.30116,0.928,3.384
2024-05-10T16:50:00,24.265532,54.768559,73.914,UQ Mobile,38.047,0.29905,1.031,3.404
2024-05-10T16:51:00,24.266458,54.765309,73.717,DesertBeam,38.645,0.29695,1.06,3.423
2024-05-10T16:52:00,24.299113,54.760848,73.623,Oasis Wireless,39.681,0.29484,0.966,3.12
2024-05-10T16:53:00,24.287131,54.742462,72.91,Oasis Wireless,37.923,0.29274,1.144,3.209
2024-05-10T16:54:00,24.262709,54.764935,72.571,DesertBeam,37.973,0.29064,1.185,3.149
2024-05-10T16:55:00,24.29622,54.761918,72.08,DesertBeam,38.59,0.28853,1.318,3.272
2024-05-10T16:56:00,24.272285,54.766649,71.621,DesertBeam,38.317,0.28643,1.425,3.332
2024-05-10T16:57:00,24.293112,54.764751,73.646,DesertBeam,38.206,0.28434,0.932,3.465
2024-05-10T16:58:00,24.263697,54.76033,72.213,DesertBeam,39.174,0.28224,1.231,3.352
2024-05-10T16:59:00,24.279725,54.741373,73.113,DesertBeam,37.774,0.28014,1.002,3.427
2024-05-10T17:00:00,24.277345,54.766893,72.751,DesertBeam,39.244,0.27805,1.028,3.301
2024-05-10T17:01:00,24.27518,54.772721,72.515,UQ Mobile,38.675,0.27596,1.105,3.448
2024-05-10T17:02:00,24.278005,54.767735,71.779,Oasis Wireless,39.629,0.27387,1.186,3.192
2024-05-10T17:03:00,24.265189,54.76367,72.055,UQ Mobile,38.056,0.27179,1.06,3.089
2024-05-10T17:04:00,24.279951,54.740752,72.239,DesertBeam,38.081,0.2697,1.045,3.277
2024-05-10T17:05:00,24.262855,54.774496,72.763,UQ Mobile,39.006,0.26762,0.933,3.427
2024-05-10T17:06:00,24.272974,54.756766,71.699,DesertBeam,38.829,0.26555,1.089,3.148
2024-05-10T17:07:00,24.266275,54.772277,71.263,Oasis Wireless,38.368,0.26348,1.166,3.128
2024-05-10T17:08:00,24.277267,54.755193,71.914,DesertBeam,38.858,0.26141,0.961,3.073
2024-05-10T17:09:00,24.269527,54.756751,71.256,DesertBeam,37.952,0.25934,1.141,3.209
2024-05-10T17:10:00,24.290216,54.750043,71.583,Oasis Wireless,38.652,0.25728,1.023,3.175
2024-05-10T17:11:00,24.268072,54.755901,71.821,UQ Mobile,39.168,0.25522,1.003,3.394
2024-05-10T17:12:00,24.294106,54.773682,72.329,DesertBeam,37.824,0.25317,0.829,3.324
2024-05-10T17:13:00,24.292981,54.757694,71.391,Oasis Wireless,38.279,0.25112,1.049,3.359
2024-05-10T17:14:00,24.278951,54.771106,70.732,DesertBeam,38.14,0.24907,1.199,3.395
2024-05-10T17:15:00,24.287479,54.740932,70.675,UQ Mobile,38.618,0.24703,1.105,3.12
2024-05-10T17:16:00,24.276549,54.754421,70.289,Oasis Wireless,38.905,0.245,1.225,3.284
2024-05-10T17:17:00,24.266184,54.750917,71.031,Oasis Wireless,37.724,0.24297,1.033,3.344
2024-05-10T17:18:00,24.283619,54.746414,70.581,Oasis Wireless,37.964,0.24095,1.038,3.07
2024-05-10T17:19:00,24.270522,54.773913,70.29,DesertBeam,37.454,0.23893,1.099,3.117
2024-05-10T17:20:00,24.290814,54.77566,69.071,UQ Mobile,39.159,0.23691,1.36,3.054
2024-05-10T17:21:00,24.29959,54.762556,71.39,DesertBeam,37.36,0.23491,0.819,3.268
2024-05-10T17:22:00,24.284673,54.765619,70.389,UQ Mobile,38.23,0.2329,0.991,3.088
2024-05-10T17:23:00,24.288879,54.767752,69.444,Oasis Wireless,37.806,0.23091,1.184,3.03
2024-05-10T17:24:00,24.299985,54.740203,70.183,Oasis Wireless,38.684,0.22892,1.007,3.137
2024-05-10T17:25:00,24.263638,54.775084,69.194,UQ Mobile,38.049,0.22693,1.277,3.297
2024-05-10T17:26:00,24.264335,54.775445,70.644,UQ Mobile,39.096,0.22496,0.858,3.19
2024-05-10T17:27:00,24.276972,54.767625,70.351,UQ Mobile,38.658,0.22298,0.864,3.048
2024-05-10T17:28:00,24.272727,54.743084,68.814,UQ Mobile,38.299,0.22102,1.235,3.085
2024-05-10T17:29:00,24.277254,54.770708,68.77,Oasis Wireless,37.782,0.21906,1.214,3.062
2024-05-10T17:30:00,24.270758,54.763979,69.698,Oasis Wireless,37.21,0.21711,1.037,3.327
2024-05-10T17:31:00,24.272827,54.74131,69.442,Oasis Wireless,37.342,0.21517,0.988,3.029
2024-05-10T17:32:00,24.297309,54.764287,69.587,DesertBeam,37.624,0.21323,0.995,3.256
2024-05-10T17:33:00,24.276733,54.740178,68.906,UQ Mobile,37.519,0.2113,1.067,3.007
2024-05-10T17:34:00,24.271143,54.769168,69.416,DesertBeam,37.304,0.20938,0.964,3.169
2024-05-10T17:35:00,24.282032,54.776184,69.178,Oasis Wireless,38.535,0.20746,0.948,2.997
2024-05-10T17:36:00,24.276839,54.749158,68.152,Oasis Wireless,37.862,0.20556,1.176,2.983
2024-05-10T17:37:00,24.264537,54.760041,69.1,UQ Mobile,38.063,0.20366,0.912,2.971
2024-05-10T17:38:00,24.285471,54.755374,67.548,DesertBeam,37.469,0.20177,1.337,3.174
2024-05-10T17:39:00,24.264288,54.755735,68.64,DesertBeam,38.093,0.19988,1.012,3.078
2024-05-10T17:40:00,24.274821,54.766663,67.769,UQ Mobile,37.067,0.19801,1.218,3.116
2024-05-10T17:41:00,24.276599,54.753891,67.426,DesertBeam,37.458,0.19614,1.253,3.027
2024-05-10T17:42:00,24.292861,54.769277,67.802,DesertBeam,38.492,0.19428,1.118,2.968
2024-05-10T17:43:00,24.291636,54.757942,68.154,Oasis Wireless,37.624,0.19243,1.031,3.046
2024-05-10T17:44:00,24.264319,54.777442,67.051,Oasis Wireless,36.752,0.19059,1.293,3.077
2024-05-10T17:45:00,24.284551,54.778795,68.543,DesertBeam,37.044,0.18875,0.917,3.146
2024-05-10T17:46:00,24.283909,54.773298,67.758,Oasis Wireless,36.964,0.18693,1.093,3.152
2024-05-10T17:47:00,24.29659,54.749445,67.039,DesertBeam,38.119,0.18511,1.158,2.845
2024-05-10T17:48:00,24.299937,54.747249,67.8,Oasis Wireless,38.565,0.1833,0.99,2.997
2024-05-10T17:49:00,24.264035,54.742548,66.716,Oasis Wireless,37.883,0.1815,1.219,2.931
2024-05-10T17:50:00,24.286708,54.752328,67.488,UQ Mobile,37.926,0.17971,1.004,2.933
2024-05-10T17:51:00,24.283976,54.748852,66.355,DesertBeam,37.988,0.17793,1.305,3.066
2024-05-10T17:52:00,24.280075,54.773338,68.431,UQ Mobile,37.671,0.17616,0.769,3.084
2024-05-10T17:53:00,24.290185,54.777434,66.695,DesertBeam,37.709,0.1744,1.209,3.177
2024-05-10T17:54:00,24.269847,54.751961,67.135,DesertBeam,37.278,0.17265,1.067,3.143
2024-05-10T17:55:00,24.298675,54.765825,65.674,Oasis Wireless,38.116,0.1709,1.369,3.004
2024-05-10T17:56:00,24.288083,54.760412,66.884,UQ Mobile,37.746,0.16917,1.018,2.916
2024-05-10T17:57:00,24.269778,54.761537,66.699,UQ Mobile,37.765,0.16744,1.113,3.15
2024-05-10T17:58:00,24.274104,54.776576,66.851,Oasis Wireless,38.015,0.16573,1.036,3.091
2024-05-10T17:59:00,24.262491,54.759768,65.908,UQ Mobile,38.105,0.16402,1.182,2.863
2024-05-10T18:00:00,24.28561,54.743434,66.355,DesertBeam,36.839,0.16233,1.124,3.114
2024-05-10T18:01:00,24.280886,54.749033,65.127,UQ Mobile,36.434,0.16064,1.342,2.887
2024-05-10T18:02:00,24.277918,54.746101,66.353,UQ Mobile,38.181,0.15896,1.059,3.033
2024-05-10T18:03:00,24.283149,54.772809,65.726,DesertBeam,37.9,0.1573,1.22,3.117
2024-05-10T18:04:00,24.26978,54.748593,65.599,DesertBeam,36.799,0.15564,1.242,3.152
2024-05-10T18:05:00,24.285259,54.750783,66.452,Oasis Wireless,38.084,0.154,0.973,3.037
2024-05-10T18:06:00,24.292096,54.771662,65.173,UQ Mobile,36.488,0.15236,1.201,2.799
2024-05-10T18:07:00,24.2654,54.764989,65.183,DesertBeam,37.45,0.15073,1.218,2.931
2024-05-10T18:08:00,24.27527,54.750077,64.293,DesertBeam,37.534,0.14912,1.397,2.855
2024-05-10T18:09:00,24.280024,54.773291,65.591,Oasis Wireless,37.674,0.14751,1.098,3.006
2024-05-10T18:10:00,24.28588,54.740101,64.213,DesertBeam,37.846,0.14592,1.385,2.881
2024-05-10T18:11:00,24.291932,54.758599,65.139,Oasis Wireless,36.706,0.14433,1.164,2.982
2024-05-10T18:12:00,24.289983,54.751477,65.238,UQ Mobile,36.473,0.14276,1.04,2.717
2024-05-10T18:13:00,24.264347,54.754504,64.745,Oasis Wireless,36.207,0.14119,1.229,3.001
2024-05-10T18:14:00,24.261692,54.76212,65.75,Oasis Wireless,36.456,0.13964,0.932,2.913
2024-05-10T18:15:00,24.269529,54.760737,64.656,DesertBeam,36.511,0.13809,1.166,2.845
2024-05-10T18:16:00,24.293279,54.770471,64.607,DesertBeam,37.356,0.13656,1.115,2.698
2024-05-10T18:17:00,24.273059,54.75858,64.018,DesertBeam,36.965,0.13504,1.329,2.984
2024-05-10T18:18:00,24.29302,54.772049,63.309,DesertBeam,36.167,0.13353,1.429,2.791
2024-05-10T18:19:00,24.294834,54.770817,63.598,Oasis Wireless,36.022,0.13202,1.312,2.703
2024-05-10T18:20:00,24.279052,54.758228,64.024,Oasis Wireless,36.036,0.13053,1.279,3.013
2024-05-10T18:21:00,24.290153,54.749694,64.242,DesertBeam,36.325,0.12905,1.19,2.958
2024-05-10T18:22:00,24.277417,54.755136,64.107,UQ Mobile,37.095,0.12758,1.124,2.687
