time,lattitude,longtitude,connection_strength_data,provider,event_phase,roaming_users_ratio,temporary_cell_id,crowd_noise_index
2024-10-05T14:34:30,34.690187,135.513392,7.89,WavePop,headliner,1.0285,TMP-05,65.418
2024-10-05T14:35:15,34.690162,135.509646,31.789,UQ Mobile,afterparty,0.7046,TMP-16,57.811
2024-10-05T14:36:00,34.692839,135.50739,52.251,WavePop,setup,0.1952,TMP-09,47.258
2024-10-05T14:36:45,34.692499,135.506845,43.232,WavePop,doors_open,0.4733,TMP-09,51.35
2024-10-05T14:37:30,34.691747,135.512413,8.322,UQ Mobile,headliner,1.0131,TMP-09,65.55
2024-10-05T14:38:15,34.686645,135.507616,33.34,UQ Mobile,afterparty,0.6781,TMP-13,55.325
2024-10-05T14:39:00,34.685085,135.511876,52.014,WavePop,setup,0.1796,TMP-19,47.702
2024-10-05T14:39:45,34.686964,135.514963,42.778,FestivalNet,doors_open,0.507,TMP-04,54.128
2024-10-05T14:40:30,34.689873,135.508638,11.222,WavePop,headliner,0.9844,TMP-04,63.598
2024-10-05T14:41:15,34.688293,135.509917,29.506,FestivalNet,afterparty,0.7246,TMP-14,57.941
2024-10-05T14:42:00,34.688071,135.512925,51.916,FestivalNet,setup,0.2237,TMP-09,45.538
2024-10-05T14:42:45,34.694525,135.511636,42.454,WavePop,doors_open,0.5041,TMP-04,52.993
2024-10-05T14:43:30,34.689284,135.509696,11.15,UQ Mobile,headliner,0.9831,TMP-14,64.749
2024-10-05T14:44:15,34.686921,135.511587,29.926,WavePop,afterparty,0.7251,TMP-06,58.945
2024-10-05T14:45:00,34.687001,135.508339,52.593,FestivalNet,setup,0.2274,TMP-09,42.104
2024-10-05T14:45:45,34.690272,135.506333,43.548,FestivalNet,doors_open,0.4775,TMP-17,54.935
2024-10-05T14:46:30,34.6857,135.508488,10.614,FestivalNet,headliner,1.0074,TMP-12,62.283
2024-10-05T14:47:15,34.693482,135.509461,33.003,WavePop,afterparty,0.6849,TMP-17,55.357
2024-10-05T14:48:00,34.685657,135.512873,52.583,UQ Mobile,setup,0.2093,TMP-12,44.081
2024-10-05T14:48:45,34.688855,135.514972,42.669,WavePop,doors_open,0.496,TMP-08,52.023
2024-10-05T14:49:30,34.69003,135.508353,9.671,UQ Mobile,headliner,0.9893,TMP-16,66.145
2024-10-05T14:50:15,34.691638,135.51137,31.529,WavePop,afterparty,0.7146,TMP-05,55.514
2024-10-05T14:51:00,34.685029,135.513542,51.517,UQ Mobile,setup,0.2281,TMP-15,42.201
2024-10-05T14:51:45,34.692979,135.508397,41.628,UQ Mobile,doors_open,0.5238,TMP-13,52.9
2024-10-05T14:52:30,34.688147,135.507092,9.794,FestivalNet,headliner,1.0036,TMP-13,67.068
2024-10-05T14:53:15,34.688278,135.510119,33.287,UQ Mobile,afterparty,0.6922,TMP-10,55.554
2024-10-05T14:54:00,34.685865,135.506746,51.33,FestivalNet,setup,0.1959,TMP-12,46.494
2024-10-05T14:54:45,34.688628,135.508608,44.776,UQ Mobile,doors_open,0.4722,TMP-13,51.336
2024-10-05T14:55:30,34.691424,135.509035,9.524,UQ Mobile,headliner,0.9981,TMP-11,64.063
2024-10-05T14:56:15,34.685904,135.508033,31.482,WavePop,afterparty,0.7181,TMP-03,59.203
2024-10-05T14:57:00,34.692332,135.506329,53.594,UQ Mobile,setup,0.17,TMP-14,45.602
2024-10-05T14:57:45,34.689278,135.513494,40.765,UQ Mobile,doors_open,0.5273,TMP-17,51.524
2024-10-05T14:58:30,34.694754,135.505781,10.991,UQ Mobile,headliner,0.9799,TMP-15,64.902
2024-10-05T14:59:15,34.69196,135.507526,32.031,WavePop,afterparty,0.6919,TMP-05,55.607
2024-10-05T15:00:00,34.689528,135.506334,52.816,UQ Mobile,setup,0.1825,TMP-12,45.957
2024-10-05T15:00:45,34.68916,135.510078,42.866,FestivalNet,doors_open,0.489,TMP-17,51.731
2024-10-05T15:01:30,34.693186,135.508136,10.623,UQ Mobile,headliner,0.9804,TMP-17,65.128
2024-10-05T15:02:15,34.69122,135.514547,33.384,FestivalNet,afterparty,0.6911,TMP-03,56.663
2024-10-05T15:03:00,34.688562,135.505221,51.683,WavePop,setup,0.2226,TMP-14,43.545
2024-10-05T15:03:45,34.689289,135.50633,42.014,WavePop,doors_open,0.5075,TMP-03,50.331
2024-10-05T15:04:30,34.686555,135.514066,9.093,UQ Mobile,headliner,0.996,TMP-02,67.974
2024-10-05T15:05:15,34.693343,135.512585,29.865,WavePop,afterparty,0.7233,TMP-18,57.225
2024-10-05T15:06:00,34.685243,135.5143,51.995,WavePop,setup,0.2156,TMP-11,47.639
2024-10-05T15:06:45,34.694541,135.507102,42.422,WavePop,doors_open,0.4992,TMP-19,54.394
2024-10-05T15:07:30,34.691016,135.509817,7.078,WavePop,headliner,1.0293,TMP-20,62.922
2024-10-05T15:08:15,34.688115,135.512276,31.016,FestivalNet,afterparty,0.7145,TMP-14,56.649
2024-10-05T15:09:00,34.694227,135.509334,52.075,UQ Mobile,setup,0.1889,TMP-18,46.788
2024-10-05T15:09:45,34.685032,135.509985,42.578,UQ Mobile,doors_open,0.5071,TMP-09,50.447
2024-10-05T15:10:30,34.685573,135.5116,12.615,WavePop,headliner,0.9807,TMP-14,63.683
2024-10-05T15:11:15,34.686834,135.508321,33.908,FestivalNet,afterparty,0.6811,TMP-04,57.664
2024-10-05T15:12:00,34.693776,135.514615,53.129,WavePop,setup,0.2235,TMP-13,43.308
2024-10-05T15:12:45,34.685994,135.506348,43.664,FestivalNet,doors_open,0.4738,TMP-01,53.149
2024-10-05T15:13:30,34.686167,135.512224,6.271,WavePop,headliner,1.0293,TMP-20,67.785
2024-10-05T15:14:15,34.687507,135.508275,34.04,WavePop,afterparty,0.6717,TMP-12,54.676
2024-10-05T15:15:00,34.688609,135.514514,53.344,WavePop,setup,0.2088,TMP-19,43.878
2024-10-05T15:15:45,34.693532,135.505928,42.392,WavePop,doors_open,0.4839,TMP-06,55.405
2024-10-05T15:16:30,34.694896,135.50841,8.872,UQ Mobile,headliner,1.0032,TMP-12,64.934
2024-10-05T15:17:15,34.691279,135.511577,31.818,UQ Mobile,afterparty,0.6998,TMP-01,59.201
2024-10-05T15:18:00,34.692565,135.509071,51.939,WavePop,setup,0.2122,TMP-04,45.698
2024-10-05T15:18:45,34.688283,135.514678,43.585,WavePop,doors_open,0.4895,TMP-12,51.349
2024-10-05T15:19:30,34.691553,135.514948,7.988,WavePop,headliner,1.0117,TMP-09,66.272
2024-10-05T15:20:15,34.693965,135.506918,30.152,UQ Mobile,afterparty,0.7279,TMP-20,55.384
2024-10-05T15:21:00,34.687914,135.507821,53.307,WavePop,setup,0.1863,TMP-12,43.547
2024-10-05T15:21:45,34.69192,135.514878,41.857,FestivalNet,doors_open,0.5158,TMP-03,52.869
2024-10-05T15:22:30,34.689153,135.509491,9.524,FestivalNet,headliner,1.0054,TMP-17,64.591
2024-10-05T15:23:15,34.686983,135.50923,31.956,WavePop,afterparty,0.6869,TMP-18,60.473
2024-10-05T15:24:00,34.690266,135.507979,51.371,FestivalNet,setup,0.2257,TMP-09,44.224
2024-10-05T15:24:45,34.694744,135.511937,42.798,FestivalNet,doors_open,0.4708,TMP-03,52.562
2024-10-05T15:25:30,34.6907,135.509127,10.942,UQ Mobile,headliner,0.985,TMP-15,67.461
2024-10-05T15:26:15,34.693792,135.507996,34.249,UQ Mobile,afterparty,0.6734,TMP-16,57.814
2024-10-05T15:27:00,34.69162,135.505138,52.081,FestivalNet,setup,0.1962,TMP-05,46.632
2024-10-05T15:27:45,34.687307,135.513981,43.403,UQ Mobile,doors_open,0.4823,TMP-11,52.259
2024-10-05T15:28:30,34.686255,135.506779,12.442,WavePop,headliner,0.9856,TMP-01,62.889
2024-10-05T15:29:15,34.688246,135.511975,32.527,FestivalNet,afterparty,0.7043,TMP-02,57.098
2024-10-05T15:30:00,34.690768,135.513516,53.155,FestivalNet,setup,0.1966,TMP-05,44.544
2024-10-05T15:30:45,34.693937,135.510066,44.316,UQ Mobile,doors_open,0.4753,TMP-06,50.58
2024-10-05T15:31:30,34.689083,135.509806,11.927,FestivalNet,headliner,0.9823,TMP-11,65.766
2024-10-05T15:32:15,34.693193,135.513087,33.573,WavePop,afterparty,0.675,TMP-11,58.234
2024-10-05T15:33:00,34.693398,135.511403,52.817,FestivalNet,setup,0.2237,TMP-13,42.922
2024-10-05T15:33:45,34.692529,135.514909,42.762,WavePop,doors_open,0.472,TMP-08,53.92
2024-10-05T15:34:30,34.685506,135.511953,8.299,WavePop,headliner,1.0092,TMP-19,66.021
2024-10-05T15:35:15,34.689035,135.508956,32.482,UQ Mobile,afterparty,0.6948,TMP-18,57.905
2024-10-05T15:36:00,34.686041,135.511362,50.887,FestivalNet,setup,0.2163,TMP-19,47.642
2024-10-05T15:36:45,34.689173,135.512858,40.995,UQ Mobile,doors_open,0.5286,TMP-02,55.283
2024-10-05T15:37:30,34.693019,135.510568,8.363,UQ Mobile,headliner,1.0245,TMP-05,65.824
2024-10-05T15:38:15,34.691252,135.511719,30.656,WavePop,afterparty,0.7154,TMP-12,59.426
2024-10-05T15:39:00,34.687689,135.511746,51.755,FestivalNet,setup,0.2298,TMP-08,43.593
2024-10-05T15:39:45,34.690592,135.514966,44.096,WavePop,doors_open,0.4714,TMP-09,52.474
2024-10-05T15:40:30,34.691681,135.511618,8.61,WavePop,headliner,1.0213,TMP-01,63.304
2024-10-05T15:41:15,34.686902,135.511788,33.412,WavePop,afterparty,0.6813,TMP-18,59.255
2024-10-05T15:42:00,34.688544,135.513055,51.977,FestivalNet,setup,0.1725,TMP-06,47.696
2024-10-05T15:42:45,34.690593,135.507097,42.432,UQ Mobile,doors_open,0.5141,TMP-07,54.953
2024-10-05T15:43:30,34.692243,135.510479,12.466,WavePop,headliner,0.9734,TMP-01,63.034
2024-10-05T15:44:15,34.685707,135.508333,31.581,UQ Mobile,afterparty,0.7121,TMP-19,54.748
2024-10-05T15:45:00,34.690535,135.510757,53.098,FestivalNet,setup,0.1954,TMP-09,43.176
2024-10-05T15:45:45,34.685552,135.50744,42.246,FestivalNet,doors_open,0.4942,TMP-19,50.596
2024-10-05T15:46:30,34.685926,135.51307,9.043,WavePop,headliner,1.0003,TMP-15,67.971
2024-10-05T15:47:15,34.689787,135.513964,32.13,UQ Mobile,afterparty,0.6781,TMP-10,58.97
2024-10-05T15:48:00,34.686466,135.505284,52.076,FestivalNet,setup,0.2142,TMP-17,46.071
2024-10-05T15:48:45,34.687896,135.505164,41.863,UQ Mobile,doors_open,0.5234,TMP-06,54.235
2024-10-05T15:49:30,34.689682,135.512497,8.926,WavePop,headliner,1.0121,TMP-01,67.149
2024-10-05T15:50:15,34.694645,135.511294,30.556,FestivalNet,afterparty,0.7084,TMP-19,57.436
2024-10-05T15:51:00,34.693637,135.510949,53.973,WavePop,setup,0.1768,TMP-10,43.84
2024-10-05T15:51:45,34.693579,135.507148,42.533,WavePop,doors_open,0.5048,TMP-10,52.657
2024-10-05T15:52:30,34.688629,135.506417,11.66,UQ Mobile,headliner,0.9701,TMP-20,64.512
2024-10-05T15:53:15,34.691599,135.512607,32.095,WavePop,afterparty,0.705,TMP-13,54.853
2024-10-05T15:54:00,34.686859,135.512132,52.66,FestivalNet,setup,0.1999,TMP-13,47.235
2024-10-05T15:54:45,34.68575,135.511533,42.039,FestivalNet,doors_open,0.4754,TMP-08,54.889
2024-10-05T15:55:30,34.694621,135.508619,11.205,WavePop,headliner,0.9798,TMP-18,64.765
2024-10-05T15:56:15,34.688529,135.508569,30.823,WavePop,afterparty,0.7298,TMP-03,57.422
2024-10-05T15:57:00,34.692735,135.509231,52.682,WavePop,setup,0.185,TMP-07,46.69
2024-10-05T15:57:45,34.687281,135.512837,43.253,WavePop,doors_open,0.4956,TMP-08,50.013
2024-10-05T15:58:30,34.691072,135.507506,11.079,FestivalNet,headliner,0.9858,TMP-08,65.481
2024-10-05T15:59:15,34.694337,135.51367,32.681,WavePop,afterparty,0.6828,TMP-04,55.309
2024-10-05T16:00:00,34.691862,135.514524,52.058,UQ Mobile,setup,0.1854,TMP-19,46.392
2024-10-05T16:00:45,34.685168,135.50949,44.264,FestivalNet,doors_open,0.4732,TMP-12,51.135
2024-10-05T16:01:30,34.686667,135.512995,7.846,WavePop,headliner,1.0219,TMP-19,63.389
2024-10-05T16:02:15,34.692679,135.509204,31.13,UQ Mobile,afterparty,0.7068,TMP-18,59.521
2024-10-05T16:03:00,34.693478,135.512637,52.784,FestivalNet,setup,0.1765,TMP-01,47.876
2024-10-05T16:03:45,34.689706,135.513579,43.136,WavePop,doors_open,0.4743,TMP-02,53.151
2024-10-05T16:04:30,34.687047,135.510479,9.793,FestivalNet,headliner,1.0178,TMP-18,62.437
2024-10-05T16:05:15,34.685085,135.509245,31.218,WavePop,afterparty,0.7138,TMP-14,58.373
2024-10-05T16:06:00,34.687049,135.50535,51.92,WavePop,setup,0.2288,TMP-09,42.998
2024-10-05T16:06:45,34.688949,135.507806,41.869,FestivalNet,doors_open,0.5168,TMP-08,54.935
2024-10-05T16:07:30,34.686815,135.508404,10.07,UQ Mobile,headliner,1.0031,TMP-16,66.725
2024-10-05T16:08:15,34.687871,135.505167,30.587,FestivalNet,afterparty,0.7133,TMP-03,57.098
2024-10-05T16:09:00,34.693787,135.507814,52.906,WavePop,setup,0.1901,TMP-17,43.464
2024-10-05T16:09:45,34.685569,135.513637,43.435,WavePop,doors_open,0.4862,TMP-09,50.114
2024-10-05T16:10:30,34.69097,135.510355,11.765,FestivalNet,headliner,0.9827,TMP-17,64.343
2024-10-05T16:11:15,34.688046,135.514375,32.486,UQ Mobile,afterparty,0.6891,TMP-05,58.954
2024-10-05T16:12:00,34.688316,135.511448,51.089,WavePop,setup,0.2294,TMP-14,45.164
2024-10-05T16:12:45,34.691839,135.511349,42.569,UQ Mobile,doors_open,0.5252,TMP-09,49.976
2024-10-05T16:13:30,34.694436,135.511479,10.726,FestivalNet,headliner,1.0009,TMP-17,63.983
2024-10-05T16:14:15,34.686599,135.511068,30.614,UQ Mobile,afterparty,0.711,TMP-07,55.996
2024-10-05T16:15:00,34.690773,135.505925,52.949,FestivalNet,setup,0.1905,TMP-03,47.835
2024-10-05T16:15:45,34.691447,135.510674,42.813,UQ Mobile,doors_open,0.5056,TMP-08,50.321
2024-10-05T16:16:30,34.689549,135.513851,10.331,FestivalNet,headliner,1.0022,TMP-08,66.899
2024-10-05T16:17:15,34.686005,135.508002,32.351,FestivalNet,afterparty,0.6785,TMP-09,59.704
2024-10-05T16:18:00,34.693624,135.513108,51.642,WavePop,setup,0.2032,TMP-19,47.345
2024-10-05T16:18:45,34.688269,135.506002,42.17,UQ Mobile,doors_open,0.5197,TMP-11,51.649
2024-10-05T16:19:30,34.693212,135.505327,12.558,FestivalNet,headliner,0.9728,TMP-10,64.595
2024-10-05T16:20:15,34.692187,135.509495,31.131,WavePop,afterparty,0.7135,TMP-18,58.651
2024-10-05T16:21:00,34.690567,135.511394,52.681,FestivalNet,setup,0.1918,TMP-09,47.962
2024-10-05T16:21:45,34.690259,135.508608,42.527,UQ Mobile,doors_open,0.5237,TMP-11,50.102
2024-10-05T16:22:30,34.691012,135.508988,9.777,FestivalNet,headliner,1.0033,TMP-15,62.898
2024-10-05T16:23:15,34.694773,135.512949,33.05,WavePop,afterparty,0.6789,TMP-20,58.095
2024-10-05T16:24:00,34.687718,135.50526,51.285,UQ Mobile,setup,0.227,TMP-08,47.011
2024-10-05T16:24:45,34.689106,135.513097,43.782,WavePop,doors_open,0.479,TMP-20,51.595
2024-10-05T16:25:30,34.688592,135.51112,9.259,WavePop,headliner,1.0192,TMP-14,62.098
2024-10-05T16:26:15,34.686638,135.507931,31.297,WavePop,afterparty,0.7272,TMP-09,55.504
2024-10-05T16:27:00,34.691265,135.508557,52.274,WavePop,setup,0.173,TMP-17,46.586
2024-10-05T16:27:45,34.691914,135.509657,41.94,WavePop,doors_open,0.5013,TMP-05,55.101
2024-10-05T16:28:30,34.689348,135.505641,11.946,FestivalNet,headliner,0.9811,TMP-09,64.472
2024-10-05T16:29:15,34.685067,135.505268,33.3,FestivalNet,afterparty,0.6843,TMP-05,54.988
2024-10-05T16:30:00,34.685908,135.508049,52.21,UQ Mobile,setup,0.2036,TMP-16,46.447
2024-10-05T16:30:45,34.687772,135.513502,42.541,FestivalNet,doors_open,0.4972,TMP-18,52.523
2024-10-05T16:31:30,34.694879,135.507104,8.953,WavePop,headliner,1.0192,TMP-03,64.451
2024-10-05T16:32:15,34.689936,135.505172,32.28,UQ Mobile,afterparty,0.7,TMP-14,60.443
2024-10-05T16:33:00,34.688911,135.512381,52.174,UQ Mobile,setup,0.2234,TMP-13,46.014
2024-10-05T16:33:45,34.693701,135.505777,43.427,WavePop,doors_open,0.4711,TMP-13,50.393
2024-10-05T16:34:30,34.691701,135.511654,8.47,WavePop,headliner,1.0206,TMP-12,63.667
2024-10-05T16:35:15,34.686225,135.506151,33.847,UQ Mobile,afterparty,0.6731,TMP-02,56.534
2024-10-05T16:36:00,34.687249,135.513476,53.065,WavePop,setup,0.1959,TMP-08,44.69
2024-10-05T16:36:45,34.693294,135.505067,42.514,UQ Mobile,doors_open,0.5142,TMP-20,49.896
2024-10-05T16:37:30,34.688286,135.514882,12.892,WavePop,headliner,0.9713,TMP-16,63.026
2024-10-05T16:38:15,34.694676,135.506567,31.166,WavePop,afterparty,0.6896,TMP-18,60.335
2024-10-05T16:39:00,34.69411,135.514019,52.53,UQ Mobile,setup,0.2073,TMP-13,45.468
2024-10-05T16:39:45,34.693182,135.510769,43.407,WavePop,doors_open,0.4866,TMP-09,51.254
2024-10-05T16:40:30,34.693764,135.508897,8.506,WavePop,headliner,1.0262,TMP-16,66.29
2024-10-05T16:41:15,34.692127,135.513124,32.007,UQ Mobile,afterparty,0.6891,TMP-15,57.355
2024-10-05T16:42:00,34.69463,135.512369,52.572,WavePop,setup,0.1881,TMP-02,42.515
2024-10-05T16:42:45,34.687643,135.510192,41.705,WavePop,doors_open,0.4898,TMP-05,53.67
2024-10-05T16:43:30,34.693207,135.511553,8.578,FestivalNet,headliner,1.0196,TMP-12,63.647
2024-10-05T16:44:15,34.694766,135.51157,29.181,FestivalNet,afterparty,0.7294,TMP-20,58.158
2024-10-05T16:45:00,34.6871,135.505484,52.436,WavePop,setup,0.1861,TMP-01,46.513
2024-10-05T16:45:45,34.685924,135.512744,41.985,UQ Mobile,doors_open,0.5046,TMP-16,54.934
2024-10-05T16:46:30,34.693159,135.508731,9.109,WavePop,headliner,1.0259,TMP-14,62.789
2024-10-05T16:47:15,34.689257,135.509392,31.452,WavePop,afterparty,0.7191,TMP-07,55.915
2024-10-05T16:48:00,34.694581,135.505695,51.351,FestivalNet,setup,0.1749,TMP-06,47.784
2024-10-05T16:48:45,34.693782,135.505631,41.509,WavePop,doors_open,0.5029,TMP-13,55.198
2024-10-05T16:49:30,34.693463,135.505521,13.316,UQ Mobile,headliner,0.9704,TMP-11,62.167
2024-10-05T16:50:15,34.689432,135.513453,30.913,WavePop,afterparty,0.7213,TMP-03,55.503
2024-10-05T16:51:00,34.690329,135.512788,51.864,WavePop,setup,0.2109,TMP-14,44.531
2024-10-05T16:51:45,34.68802,135.513352,44.501,FestivalNet,doors_open,0.4759,TMP-01,50.212
2024-10-05T16:52:30,34.690829,135.506801,10.058,FestivalNet,headliner,0.9871,TMP-07,67.514
2024-10-05T16:53:15,34.689671,135.514019,29.595,UQ Mobile,afterparty,0.7264,TMP-19,57.911
2024-10-05T16:54:00,34.689783,135.509183,52.598,UQ Mobile,setup,0.178,TMP-07,46.496
2024-10-05T16:54:45,34.693196,135.514417,42.96,FestivalNet,doors_open,0.5159,TMP-05,49.882
2024-10-05T16:55:30,34.687555,135.508661,11.684,WavePop,headliner,0.9869,TMP-08,66.062
2024-10-05T16:56:15,34.685911,135.514521,33.447,WavePop,afterparty,0.6836,TMP-15,55.722
2024-10-05T16:57:00,34.686157,135.512654,53.762,WavePop,setup,0.2112,TMP-01,42.142
2024-10-05T16:57:45,34.694905,135.508292,43.355,FestivalNet,doors_open,0.4829,TMP-17,49.976
2024-10-05T16:58:30,34.694996,135.512445,9.671,UQ Mobile,headliner,1.005,TMP-02,64.98
2024-10-05T16:59:15,34.691772,135.511345,30.136,UQ Mobile,afterparty,0.7151,TMP-17,58.984
2024-10-05T17:00:00,34.686003,135.513217,53.048,UQ Mobile,setup,0.202,TMP-02,43.517
2024-10-05T17:00:45,34.689273,135.5093,41.191,FestivalNet,doors_open,0.5198,TMP-05,52.153
2024-10-05T17:01:30,34.691185,135.50841,8.962,WavePop,headliner,1.0071,TMP-03,64.756
2024-10-05T17:02:15,34.690792,135.512458,31.287,UQ Mobile,afterparty,0.6985,TMP-07,56.707
2024-10-05T17:03:00,34.688708,135.510984,52.299,FestivalNet,setup,0.1828,TMP-17,45.241
2024-10-05T17:03:45,34.687755,135.507976,41.577,UQ Mobile,doors_open,0.5032,TMP-02,53.658
2024-10-05T17:04:30,34.694111,135.510821,8.761,WavePop,headliner,1.0118,TMP-15,62.924
2024-10-05T17:05:15,34.69034,135.511271,33.047,UQ Mobile,afterparty,0.673,TMP-03,57.947
2024-10-05T17:06:00,34.685748,135.511315,53.18,WavePop,setup,0.1963,TMP-15,44.999
2024-10-05T17:06:45,34.693298,135.506891,41.573,UQ Mobile,doors_open,0.517,TMP-19,52.766
2024-10-05T17:07:30,34.692067,135.510725,7.141,FestivalNet,headliner,1.0169,TMP-11,67.633
2024-10-05T17:08:15,34.688974,135.51057,33.435,WavePop,afterparty,0.6802,TMP-19,58.393
2024-10-05T17:09:00,34.690061,135.505849,51.85,WavePop,setup,0.1999,TMP-11,43.244
2024-10-05T17:09:45,34.688377,135.509748,42.414,WavePop,doors_open,0.4926,TMP-16,50.428
2024-10-05T17:10:30,34.691287,135.507146,8.712,UQ Mobile,headliner,1.0169,TMP-13,66.388
2024-10-05T17:11:15,34.686013,135.508699,31.024,WavePop,afterparty,0.722,TMP-12,58.44
2024-10-05T17:12:00,34.694667,135.513272,51.621,UQ Mobile,setup,0.2103,TMP-09,45.402
2024-10-05T17:12:45,34.690934,135.514398,43.51,FestivalNet,doors_open,0.4964,TMP-20,52.388
2024-10-05T17:13:30,34.68796,135.508792,10.705,UQ Mobile,headliner,0.9877,TMP-04,66.566
2024-10-05T17:14:15,34.685578,135.512588,32.235,FestivalNet,afterparty,0.6921,TMP-18,59.237
2024-10-05T17:15:00,34.685288,135.51107,52.885,FestivalNet,setup,0.1984,TMP-10,45.379
2024-10-05T17:15:45,34.694554,135.513461,43.416,UQ Mobile,doors_open,0.5076,TMP-03,51.051
2024-10-05T17:16:30,34.692852,135.505772,9.51,FestivalNet,headliner,1.01,TMP-20,64.795
2024-10-05T17:17:15,34.689241,135.506607,33.309,WavePop,afterparty,0.6743,TMP-16,57.234
2024-10-05T17:18:00,34.692518,135.509956,53.669,UQ Mobile,setup,0.1705,TMP-04,44.368
2024-10-05T17:18:45,34.687181,135.507232,42.405,UQ Mobile,doors_open,0.514,TMP-14,54.885
2024-10-05T17:19:30,34.694654,135.508243,10.105,UQ Mobile,headliner,1.0063,TMP-17,62.904
2024-10-05T17:20:15,34.68816,135.510946,30.288,UQ Mobile,afterparty,0.7099,TMP-13,59.461
2024-10-05T17:21:00,34.69351,135.513463,52.427,WavePop,setup,0.2092,TMP-17,47.656
2024-10-05T17:21:45,34.694337,135.511172,42.098,WavePop,doors_open,0.4927,TMP-16,52.456
2024-10-05T17:22:30,34.690342,135.51305,7.429,FestivalNet,headliner,1.0255,TMP-15,64.803
2024-10-05T17:23:15,34.692273,135.512811,33.716,WavePop,afterparty,0.6807,TMP-20,55.911
2024-10-05T17:24:00,34.687687,135.509349,51.8,FestivalNet,setup,0.2248,TMP-03,42.653
2024-10-05T17:24:45,34.692051,135.511265,44.202,UQ Mobile,doors_open,0.483,TMP-15,50.547
2024-10-05T17:25:30,34.689187,135.512877,9.659,FestivalNet,headliner,1.0112,TMP-18,63.699
2024-10-05T17:26:15,34.690547,135.514436,32.286,UQ Mobile,afterparty,0.7053,TMP-15,56.278
2024-10-05T17:27:00,34.686932,135.506958,53.649,UQ Mobile,setup,0.1907,TMP-12,44.458
2024-10-05T17:27:45,34.688589,135.511237,42.009,UQ Mobile,doors_open,0.502,TMP-10,51.278
2024-10-05T17:28:30,34.693462,135.507806,7.303,WavePop,headliner,1.0181,TMP-14,66.909
2024-10-05T17:29:15,34.690787,135.509107,29.542,UQ Mobile,afterparty,0.7285,TMP-14,60.09
2024-10-05T17:30:00,34.689247,135.509188,51.82,UQ Mobile,setup,0.2082,TMP-14,43.321
2024-10-05T17:30:45,34.688725,135.505313,43.329,UQ Mobile,doors_open,0.4814,TMP-11,54.814
2024-10-05T17:31:30,34.690459,135.510502,12.453,WavePop,headliner,0.9767,TMP-14,65.356
2024-10-05T17:32:15,34.686425,135.508485,33.029,WavePop,afterparty,0.6964,TMP-04,55.763
2024-10-05T17:33:00,34.694673,135.511936,52.177,FestivalNet,setup,0.2205,TMP-19,47.311
2024-10-05T17:33:45,34.685704,135.511061,43.146,WavePop,doors_open,0.4851,TMP-12,51.596
2024-10-05T17:34:30,34.685226,135.51108,9.194,UQ Mobile,headliner,1.0022,TMP-20,67.753
2024-10-05T17:35:15,34.691464,135.505433,30.44,WavePop,afterparty,0.7228,TMP-01,60.071
2024-10-05T17:36:00,34.692621,135.509043,52.826,WavePop,setup,0.203,TMP-14,44.815
2024-10-05T17:36:45,34.69407,135.514034,42.573,FestivalNet,doors_open,0.5175,TMP-05,52.922
2024-10-05T17:37:30,34.694749,135.513457,7.889,FestivalNet,headliner,1.0249,TMP-05,66.886
2024-10-05T17:38:15,34.687025,135.514657,32.381,UQ Mobile,afterparty,0.6862,TMP-13,55.373
2024-10-05T17:39:00,34.688794,135.51016,51.902,UQ Mobile,setup,0.2169,TMP-02,46.236
2024-10-05T17:39:45,34.694617,135.510489,44.406,WavePop,doors_open,0.4763,TMP-17,49.665
2024-10-05T17:40:30,34.68515,135.510212,9.57,WavePop,headliner,0.9991,TMP-05,67.197
2024-10-05T17:41:15,34.688807,135.513868,33.291,UQ Mobile,afterparty,0.6896,TMP-09,55.221
2024-10-05T17:42:00,34.687333,135.511725,52.366,UQ Mobile,setup,0.2115,TMP-06,46.594
2024-10-05T17:42:45,34.687184,135.508869,42.668,WavePop,doors_open,0.5141,TMP-01,52.162
2024-10-05T17:43:30,34.69288,135.507868,8.315,FestivalNet,headliner,1.0107,TMP-06,65.326
2024-10-05T17:44:15,34.685385,135.506131,32.299,FestivalNet,afterparty,0.6874,TMP-18,57.898
2024-10-05T17:45:00,34.692896,135.51205,52.299,UQ Mobile,setup,0.2023,TMP-01,47.449
2024-10-05T17:45:45,34.690129,135.507644,43.16,UQ Mobile,doors_open,0.494,TMP-18,54.576
2024-10-05T17:46:30,34.688841,135.514859,8.795,FestivalNet,headliner,1.0103,TMP-02,62.034
2024-10-05T17:47:15,34.694664,135.513324,32.186,WavePop,afterparty,0.6962,TMP-04,57.454
2024-10-05T17:48:00,34.686554,135.510755,53.537,UQ Mobile,setup,0.1814,TMP-03,43.967
2024-10-05T17:48:45,34.688855,135.510931,41.88,WavePop,doors_open,0.5256,TMP-19,52.099
2024-10-05T17:49:30,34.689328,135.514567,10.635,FestivalNet,headliner,0.9841,TMP-20,65.356
2024-10-05T17:50:15,34.68578,135.510244,31.052,WavePop,afterparty,0.7207,TMP-18,59.838
2024-10-05T17:51:00,34.694359,135.509053,52.259,FestivalNet,setup,0.1874,TMP-11,42.532
2024-10-05T17:51:45,34.686252,135.513923,41.403,UQ Mobile,doors_open,0.5269,TMP-12,51.476
